hgnc_symbol	ensembl_gene_id	chromosome_name	origsymbol
N4BP1	NA	NA	NA	N4BP1
N4BP2	N4BP2	ENSG00000078177	4	N4BP2
N4BP2L1	N4BP2L1	ENSG00000139597	13	N4BP2L1
N4BP2L2	N4BP2L2	ENSG00000244754	13	N4BP2L2
N4BP3	N4BP3	ENSG00000145911	5	N4BP3
N6AMT1	N6AMT1	ENSG00000156239	21	N6AMT1
N6AMT2	NA	NA	NA	N6AMT2
NAA10	NAA10	ENSG00000102030	X	NAA10
NAA15	NAA15	ENSG00000164134	4	NAA15
NAA16	NAA16	ENSG00000172766	13	NAA16
NAA20	NAA20	ENSG00000173418	20	NAA20
NAA25	NAA25	ENSG00000111300	12	NAA25
NAA30	NAA30	ENSG00000139977	14	NAA30
NAA35	NAA35	ENSG00000135040	9	NAA35
NAA38	NAA38	ENSG00000183011	17	NAA38
NAA40	NAA40	ENSG00000110583	11	NAA40
NAA50	NAA50	ENSG00000121579	3	NAA50
NAA60	NAA60	ENSG00000122390	16	NAA60
NAAA	NAAA	ENSG00000138744	4	NAAA
NAB1	NAB1	ENSG00000138386	2	NAB1
NAB2	NAB2	ENSG00000166886	12	NAB2
NABP1	NABP1	ENSG00000173559	2	NABP1
NABP2	NABP2	ENSG00000139579	12	NABP2
NACA	NACA	ENSG00000196531	12	NACA
NACA2	NACA2	ENSG00000253506	17	NACA2
NACC1	NACC1	ENSG00000160877	19	NACC1
NACC2	NACC2	ENSG00000148411	9	NACC2
NADK	NADK	ENSG00000008130	1	NADK
NADK2	NADK2	ENSG00000152620	5	NADK2
NADSYN1	NADSYN1	ENSG00000172890	11	NADSYN1
NAE1	NAE1	ENSG00000159593	16	NAE1
NAF1	NAF1	ENSG00000145414	4	NAF1
NAGA	NAGA	ENSG00000198951	22	NAGA
NAGK	NAGK	ENSG00000124357	2	NAGK
NAGLU	NAGLU	ENSG00000108784	17	NAGLU
NAGPA	NAGPA	ENSG00000103174	16	NAGPA
NAIF1	NAIF1	ENSG00000171169	9	NAIF1
NAMPT	NAMPT	ENSG00000105835	7	NAMPT
NAMPTL	NA	NA	NA	NAMPTL
NANOS1	NANOS1	ENSG00000188613	10	NANOS1
NANP	NANP	ENSG00000170191	20	NANP
NANS	NANS	ENSG00000095380	9	NANS
NAP1L1	NAP1L1	ENSG00000187109	12	NAP1L1
NAP1L4	NAP1L4	ENSG00000273562	CHR_HSCHR11_1_CTG7	NAP1L4
NAP1L5	NAP1L5	ENSG00000177432	4	NAP1L5
NAP1L6	NAP1L6	ENSG00000204118	X	NAP1L6
NAPA	NAPA	ENSG00000105402	19	NAPA
NAPA-AS1	NAPA-AS1	ENSG00000268061	19	NAPA-AS1
NAPB	NAPB	ENSG00000125814	20	NAPB
NAPEPLD	NAPEPLD	ENSG00000275723	CHR_HSCHR7_1_CTG4_4	NAPEPLD
NAPG	NAPG	ENSG00000134265	18	NAPG
NAPRT1	NA	NA	NA	NAPRT1
NAPSA	NAPSA	ENSG00000131400	19	NAPSA
NARF	NARF	ENSG00000141562	17	NARF
NARFL	NA	NA	NA	NARFL
NARG2	NA	NA	NA	NARG2
NARS	NARS	ENSG00000134440	18	NARS
NARS2	NARS2	ENSG00000137513	11	NARS2
NASP	NASP	ENSG00000132780	1	NASP
NAT1	NAT1	ENSG00000171428	8	NAT1
NAT10	NAT10	ENSG00000135372	11	NAT10
NAT14	NAT14	ENSG00000090971	19	NAT14
NAT16	NAT16	ENSG00000167011	7	NAT16
NAT6	NA	NA	NA	NAT6
NAT8L	NAT8L	ENSG00000185818	4	NAT8L
NAT9	NAT9	ENSG00000109065	17	NAT9
NAV1	NAV1	ENSG00000134369	1	NAV1
NAV2-AS2	NAV2-AS2	ENSG00000254453	11	NAV2-AS2
NBAS	NBAS	ENSG00000151779	2	NBAS
NBEAL1	NBEAL1	ENSG00000144426	2	NBEAL1
NBEAL2	NBEAL2	ENSG00000160796	3	NBEAL2
NBL1	NBL1	ENSG00000158747	1	NBL1
NBN	NBN	ENSG00000104320	8	NBN
NBPF1	NBPF1	ENSG00000219481	1	NBPF1
NBPF10	NBPF10	ENSG00000271425	1	NBPF10
NBPF12	NBPF12	ENSG00000268043	1	NBPF12
NBPF20	NBPF20	ENSG00000162825	1	NBPF20
NBPF3	NBPF3	ENSG00000142794	1	NBPF3
NBPF9	NBPF9	ENSG00000269713	1	NBPF9
NBR1	NBR1	ENSG00000188554	17	NBR1
NCALD	NCALD	ENSG00000104490	8	NCALD
NCAM2	NCAM2	ENSG00000154654	21	NCAM2
NCAPD2	NCAPD2	ENSG00000010292	12	NCAPD2
NCAPD3	NCAPD3	ENSG00000151503	11	NCAPD3
NCAPG	NCAPG	ENSG00000109805	4	NCAPG
NCAPG2	NCAPG2	ENSG00000146918	7	NCAPG2
NCAPH	NCAPH	ENSG00000121152	2	NCAPH
NCAPH2	NCAPH2	ENSG00000025770	22	NCAPH2
NCBP1	NCBP1	ENSG00000136937	9	NCBP1
NCBP2	NCBP2	ENSG00000114503	3	NCBP2
NCBP2-AS2	NCBP2-AS2	ENSG00000270170	3	NCBP2-AS2
NCDN	NCDN	ENSG00000020129	1	NCDN
NCEH1	NCEH1	ENSG00000144959	3	NCEH1
NCF4	NCF4	ENSG00000275990	CHR_HSCHR22_1_CTG5	NCF4
NCK1	NCK1	ENSG00000158092	3	NCK1
NCK2	NCK2	ENSG00000071051	2	NCK2
NCKAP1	NCKAP1	ENSG00000061676	2	NCKAP1
NCKAP1L	NCKAP1L	ENSG00000123338	12	NCKAP1L
NCKAP5L	NCKAP5L	ENSG00000167566	12	NCKAP5L
NCKIPSD	NCKIPSD	ENSG00000213672	3	NCKIPSD
NCL	NCL	ENSG00000115053	2	NCL
NCLN	NCLN	ENSG00000125912	19	NCLN
NCOA1	NCOA1	ENSG00000084676	2	NCOA1
NCOA2	NCOA2	ENSG00000140396	8	NCOA2
NCOA3	NCOA3	ENSG00000124151	20	NCOA3
NCOA4	NCOA4	ENSG00000266412	10	NCOA4
NCOA5	NCOA5	ENSG00000124160	20	NCOA5
NCOA6	NCOA6	ENSG00000198646	20	NCOA6
NCOA7	NCOA7	ENSG00000111912	6	NCOA7
NCOR1	NCOR1	ENSG00000141027	17	NCOR1
NCOR2	NCOR2	ENSG00000196498	12	NCOR2
NCR1	NCR1	ENSG00000284208	CHR_HSCHR19LRC_PGF1_CTG3_1	NCR1
NCR3	NCR3	ENSG00000237808	CHR_HSCHR6_MHC_SSTO_CTG1	NCR3
NCR3LG1	NCR3LG1	ENSG00000188211	11	NCR3LG1
NCS1	NCS1	ENSG00000107130	9	NCS1
NCSTN	NCSTN	ENSG00000162736	1	NCSTN
NDC1	NDC1	ENSG00000058804	1	NDC1
NDC80	NDC80	ENSG00000080986	18	NDC80
NDE1	NDE1	ENSG00000275911	CHR_HSCHR16_1_CTG1	NDE1
NDEL1	NDEL1	ENSG00000166579	17	NDEL1
NDFIP1	NDFIP1	ENSG00000131507	5	NDFIP1
NDFIP2	NDFIP2	ENSG00000102471	13	NDFIP2
NDNL2	NA	NA	NA	NDNL2
NDOR1	NDOR1	ENSG00000188566	9	NDOR1
NDRG2	NDRG2	ENSG00000165795	14	NDRG2
NDRG3	NDRG3	ENSG00000101079	20	NDRG3
NDST1	NDST1	ENSG00000070614	5	NDST1
NDST2	NDST2	ENSG00000166507	10	NDST2
NDUFA1	NDUFA1	ENSG00000125356	X	NDUFA1
NDUFA10	NDUFA10	ENSG00000281434	CHR_HG2233_PATCH	NDUFA10
NDUFA11	NDUFA11	ENSG00000174886	19	NDUFA11
NDUFA12	NDUFA12	ENSG00000184752	12	NDUFA12
NDUFA13	NDUFA13	ENSG00000186010	19	NDUFA13
NDUFA2	NDUFA2	ENSG00000131495	5	NDUFA2
NDUFA3	NDUFA3	ENSG00000276061	CHR_HSCHR19_4_CTG3_1	NDUFA3
NDUFA4	NDUFA4	ENSG00000189043	7	NDUFA4
NDUFA4L2	NDUFA4L2	ENSG00000185633	12	NDUFA4L2
NDUFA5	NDUFA5	ENSG00000128609	7	NDUFA5
NDUFA6	NDUFA6	ENSG00000281013	CHR_HSCHR22_4_CTG1	NDUFA6
NDUFA7	NDUFA7	ENSG00000267855	19	NDUFA7
NDUFA8	NDUFA8	ENSG00000119421	9	NDUFA8
NDUFA9	NDUFA9	ENSG00000139180	12	NDUFA9
NDUFAB1	NDUFAB1	ENSG00000004779	16	NDUFAB1
NDUFAF1	NDUFAF1	ENSG00000137806	15	NDUFAF1
NDUFAF2	NDUFAF2	ENSG00000164182	5	NDUFAF2
NDUFAF3	NDUFAF3	ENSG00000178057	3	NDUFAF3
NDUFAF4	NDUFAF4	ENSG00000123545	6	NDUFAF4
NDUFAF5	NDUFAF5	ENSG00000101247	20	NDUFAF5
NDUFAF6	NDUFAF6	ENSG00000156170	8	NDUFAF6
NDUFAF7	NDUFAF7	ENSG00000003509	2	NDUFAF7
NDUFB1	NDUFB1	ENSG00000183648	14	NDUFB1
NDUFB10	NDUFB10	ENSG00000140990	16	NDUFB10
NDUFB11	NDUFB11	ENSG00000147123	X	NDUFB11
NDUFB2	NDUFB2	ENSG00000090266	7	NDUFB2
NDUFB2-AS1	NDUFB2-AS1	ENSG00000240889	7	NDUFB2-AS1
NDUFB3	NDUFB3	ENSG00000119013	2	NDUFB3
NDUFB4	NDUFB4	ENSG00000065518	3	NDUFB4
NDUFB5	NDUFB5	ENSG00000136521	3	NDUFB5
NDUFB6	NDUFB6	ENSG00000165264	9	NDUFB6
NDUFB7	NDUFB7	ENSG00000099795	19	NDUFB7
NDUFB8	NDUFB8	ENSG00000166136	10	NDUFB8
NDUFB9	NDUFB9	ENSG00000147684	8	NDUFB9
NDUFC1	NDUFC1	ENSG00000109390	4	NDUFC1
NDUFC2	NDUFC2	ENSG00000151366	11	NDUFC2
NDUFS1	NDUFS1	ENSG00000283447	CHR_HSCHR2_6_CTG7_2	NDUFS1
NDUFS2	NDUFS2	ENSG00000158864	1	NDUFS2
NDUFS3	NDUFS3	ENSG00000285387	CHR_HG2114_PATCH	NDUFS3
NDUFS4	NDUFS4	ENSG00000164258	5	NDUFS4
NDUFS5	NDUFS5	ENSG00000168653	1	NDUFS5
NDUFS6	NDUFS6	ENSG00000145494	5	NDUFS6
NDUFS7	NDUFS7	ENSG00000115286	19	NDUFS7
NDUFS8	NDUFS8	ENSG00000110717	11	NDUFS8
NDUFV1	NDUFV1	ENSG00000167792	11	NDUFV1
NDUFV2	NDUFV2	ENSG00000178127	18	NDUFV2
NDUFV3	NDUFV3	ENSG00000160194	21	NDUFV3
NEAT1	NEAT1	ENSG00000245532	11	NEAT1
NEB	NEB	ENSG00000183091	2	NEB
NEBL	NEBL	ENSG00000078114	10	NEBL
NECAB1	NECAB1	ENSG00000123119	8	NECAB1
NECAB3	NECAB3	ENSG00000125967	20	NECAB3
NECAP1	NECAP1	ENSG00000089818	12	NECAP1
NECAP2	NECAP2	ENSG00000157191	1	NECAP2
NEDD1	NEDD1	ENSG00000139350	12	NEDD1
NEDD4	NEDD4	ENSG00000069869	15	NEDD4
NEDD4L	NEDD4L	ENSG00000049759	18	NEDD4L
NEDD8	NEDD8	ENSG00000285246	CHR_HG1_PATCH	NEDD8
NEFH	NEFH	ENSG00000100285	22	NEFH
NEIL1	NEIL1	ENSG00000140398	15	NEIL1
NEIL2	NEIL2	ENSG00000154328	8	NEIL2
NEIL3	NEIL3	ENSG00000109674	4	NEIL3
NEK1	NEK1	ENSG00000137601	4	NEK1
NEK11	NEK11	ENSG00000114670	3	NEK11
NEK2	NEK2	ENSG00000117650	1	NEK2
NEK3	NEK3	ENSG00000136098	13	NEK3
NEK4	NEK4	ENSG00000114904	3	NEK4
NEK6	NEK6	ENSG00000119408	9	NEK6
NEK7	NEK7	ENSG00000151414	1	NEK7
NEK8	NA	NA	NA	NEK8
NEK9	NEK9	ENSG00000119638	14	NEK9
NELFA	NELFA	ENSG00000185049	4	NELFA
NELFB	NELFB	ENSG00000188986	9	NELFB
NELFCD	NELFCD	ENSG00000101158	20	NELFCD
NELFE	NELFE	ENSG00000233801	CHR_HSCHR6_MHC_SSTO_CTG1	NELFE
NEMF	NEMF	ENSG00000165525	14	NEMF
NENF	NENF	ENSG00000117691	1	NENF
NES	NES	ENSG00000132688	1	NES
NET1	NET1	ENSG00000173848	10	NET1
NETO2	NETO2	ENSG00000171208	16	NETO2
NEU1	NEU1	ENSG00000234846	CHR_HSCHR6_MHC_SSTO_CTG1	NEU1
NEU3	NEU3	ENSG00000162139	11	NEU3
NEURL2	NEURL2	ENSG00000124257	20	NEURL2
NEURL4	NEURL4	ENSG00000215041	17	NEURL4
NEUROD2	NEUROD2	ENSG00000171532	17	NEUROD2
NEXN	NEXN	ENSG00000162614	1	NEXN
NF1	NF1	ENSG00000196712	17	NF1
NF2	NF2	ENSG00000186575	22	NF2
NFAT5	NFAT5	ENSG00000102908	16	NFAT5
NFATC1	NFATC1	ENSG00000131196	18	NFATC1
NFATC2	NFATC2	ENSG00000101096	20	NFATC2
NFATC2IP	NFATC2IP	ENSG00000176953	16	NFATC2IP
NFATC3	NFATC3	ENSG00000072736	16	NFATC3
NFATC4	NFATC4	ENSG00000285485	CHR_HG1_PATCH	NFATC4
NFE2	NFE2	ENSG00000123405	12	NFE2
NFE2L1	NFE2L1	ENSG00000082641	17	NFE2L1
NFE2L2	NFE2L2	ENSG00000116044	2	NFE2L2
NFE2L3	NFE2L3	ENSG00000050344	7	NFE2L3
NFE4	NFE4	ENSG00000230257	7	NFE4
NFIA	NFIA	ENSG00000162599	1	NFIA
NFIB	NFIB	ENSG00000147862	9	NFIB
NFIC	NFIC	ENSG00000141905	19	NFIC
NFIL3	NFIL3	ENSG00000165030	9	NFIL3
NFIX	NFIX	ENSG00000008441	19	NFIX
NFKB1	NFKB1	ENSG00000109320	4	NFKB1
NFKB2	NFKB2	ENSG00000077150	10	NFKB2
NFKBIA	NFKBIA	ENSG00000100906	14	NFKBIA
NFKBIB	NFKBIB	ENSG00000282905	CHR_HG26_PATCH	NFKBIB
NFKBID	NA	NA	NA	NFKBID
NFKBIE	NFKBIE	ENSG00000146232	6	NFKBIE
NFKBIL1	NFKBIL1	ENSG00000236346	CHR_HSCHR6_MHC_SSTO_CTG1	NFKBIL1
NFKBIZ	NFKBIZ	ENSG00000144802	3	NFKBIZ
NFRKB	NFRKB	ENSG00000170322	11	NFRKB
NFS1	NFS1	ENSG00000244005	20	NFS1
NFU1	NFU1	ENSG00000169599	2	NFU1
NFX1	NFX1	ENSG00000086102	9	NFX1
NFXL1	NFXL1	ENSG00000170448	4	NFXL1
NFYA	NFYA	ENSG00000001167	6	NFYA
NFYB	NFYB	ENSG00000120837	12	NFYB
NFYC	NFYC	ENSG00000066136	1	NFYC
NFYC-AS1	NFYC-AS1	ENSG00000272145	1	NFYC-AS1
NGDN	NGDN	ENSG00000129460	14	NGDN
NGLY1	NGLY1	ENSG00000151092	3	NGLY1
NGRN	NGRN	ENSG00000182768	15	NGRN
NHLH1	NHLH1	ENSG00000171786	1	NHLH1
NHLRC2	NHLRC2	ENSG00000196865	10	NHLRC2
NHLRC3	NHLRC3	ENSG00000188811	13	NHLRC3
NHLRC4	NHLRC4	ENSG00000257108	16	NHLRC4
NHP2	NHP2	ENSG00000145912	5	NHP2
NHP2L1	NA	NA	NA	NHP2L1
NICN1	NICN1	ENSG00000145029	3	NICN1
NID2	NID2	ENSG00000087303	14	NID2
NIF3L1	NIF3L1	ENSG00000196290	2	NIF3L1
NIFK	NIFK	ENSG00000155438	2	NIFK
NIFK-AS1	NIFK-AS1	ENSG00000236859	2	NIFK-AS1
NIN	NIN	ENSG00000100503	14	NIN
NINJ1	NINJ1	ENSG00000131669	9	NINJ1
NINJ2	NINJ2	ENSG00000171840	12	NINJ2
NIP7	NIP7	ENSG00000132603	16	NIP7
NIPA1	NIPA1	ENSG00000170113	15	NIPA1
NIPA2	NIPA2	ENSG00000140157	15	NIPA2
NIPAL2	NIPAL2	ENSG00000104361	8	NIPAL2
NIPAL3	NIPAL3	ENSG00000001461	1	NIPAL3
NIPBL	NIPBL	ENSG00000164190	5	NIPBL
NIPSNAP1	NIPSNAP1	ENSG00000184117	22	NIPSNAP1
NIPSNAP3A	NIPSNAP3A	ENSG00000136783	9	NIPSNAP3A
NIPSNAP3B	NIPSNAP3B	ENSG00000165028	9	NIPSNAP3B
NISCH	NISCH	ENSG00000010322	3	NISCH
NIT1	NIT1	ENSG00000158793	1	NIT1
NIT2	NIT2	ENSG00000114021	3	NIT2
NKAIN1	NKAIN1	ENSG00000084628	1	NKAIN1
NKAP	NKAP	ENSG00000101882	X	NKAP
NKIRAS1	NKIRAS1	ENSG00000197885	3	NKIRAS1
NKIRAS2	NKIRAS2	ENSG00000168256	17	NKIRAS2
NKRF	NKRF	ENSG00000186416	X	NKRF
NKTR	NKTR	ENSG00000114857	3	NKTR
NLE1	NLE1	ENSG00000073536	17	NLE1
NLGN2	NLGN2	ENSG00000283859	CHR_HG2046_PATCH	NLGN2
NLGN3	NLGN3	ENSG00000196338	X	NLGN3
NLK	NLK	ENSG00000087095	17	NLK
NLN	NLN	ENSG00000123213	5	NLN
NLRC5	NLRC5	ENSG00000140853	16	NLRC5
NLRP1	NLRP1	ENSG00000091592	17	NLRP1
NLRP2	NLRP2	ENSG00000273992	CHR_HSCHR19_4_CTG3_1	NLRP2
NLRX1	NLRX1	ENSG00000160703	11	NLRX1
NMB	NMB	ENSG00000197696	15	NMB
NMD3	NMD3	ENSG00000169251	3	NMD3
NME1	NME1	ENSG00000239672	17	NME1
NME1-NME2	NME1-NME2	ENSG00000011052	17	NME1-NME2
NME2	NME2	ENSG00000243678	17	NME2
NME3	NME3	ENSG00000103024	16	NME3
NME4	NME4	ENSG00000103202	16	NME4
NME6	NME6	ENSG00000172113	3	NME6
NME7	NME7	ENSG00000143156	1	NME7
NMI	NMI	ENSG00000123609	2	NMI
NMNAT1	NMNAT1	ENSG00000173614	1	NMNAT1
NMNAT3	NMNAT3	ENSG00000163864	3	NMNAT3
NMRAL1	NMRAL1	ENSG00000274684	CHR_HSCHR16_3_CTG1	NMRAL1
NMRK1	NMRK1	ENSG00000106733	9	NMRK1
NMT1	NMT1	ENSG00000136448	17	NMT1
NMT2	NMT2	ENSG00000152465	10	NMT2
NMU	NMU	ENSG00000109255	4	NMU
NNMT	NNMT	ENSG00000166741	11	NNMT
NNT	NNT	ENSG00000112992	5	NNT
NNT-AS1	NNT-AS1	ENSG00000248092	5	NNT-AS1
NOA1	NOA1	ENSG00000084092	4	NOA1
NOB1	NOB1	ENSG00000141101	16	NOB1
NOC2L	NOC2L	ENSG00000188976	1	NOC2L
NOC3L	NOC3L	ENSG00000173145	10	NOC3L
NOC4L	NOC4L	ENSG00000184967	12	NOC4L
NOD1	NOD1	ENSG00000106100	7	NOD1
NOL10	NOL10	ENSG00000115761	2	NOL10
NOL11	NOL11	ENSG00000130935	17	NOL11
NOL12	NOL12	ENSG00000273899	22	NOL12
NOL3	NA	NA	NA	NOL3
NOL6	NOL6	ENSG00000165271	9	NOL6
NOL7	NOL7	ENSG00000225921	6	NOL7
NOL8	NOL8	ENSG00000198000	9	NOL8
NOL9	NOL9	ENSG00000162408	1	NOL9
NOLC1	NOLC1	ENSG00000166197	10	NOLC1
NOM1	NOM1	ENSG00000146909	7	NOM1
NOMO1	NOMO1	ENSG00000274779	CHR_HSCHR16_1_CTG1	NOMO1
NOMO2	NOMO2	ENSG00000185164	16	NOMO2
NOMO3	NOMO3	ENSG00000278087	CHR_HSCHR16_1_CTG1	NOMO3
NONO	NONO	ENSG00000147140	X	NONO
NOP10	NOP10	ENSG00000182117	15	NOP10
NOP14	NOP14	ENSG00000087269	4	NOP14
NOP14-AS1	NOP14-AS1	ENSG00000249673	4	NOP14-AS1
NOP16	NOP16	ENSG00000048162	5	NOP16
NOP2	NOP2	ENSG00000111641	12	NOP2
NOP56	NOP56	ENSG00000101361	20	NOP56
NOP58	NOP58	ENSG00000055044	2	NOP58
NOP9	NOP9	ENSG00000285326	CHR_HG1_PATCH	NOP9
NOS1AP	NOS1AP	ENSG00000198929	1	NOS1AP
NOS3	NOS3	ENSG00000164867	7	NOS3
NOSIP	NOSIP	ENSG00000142546	19	NOSIP
NOSTRIN	NOSTRIN	ENSG00000275326	CHR_HSCHR2_1_CTG7_2	NOSTRIN
NOTCH1	NOTCH1	ENSG00000148400	9	NOTCH1
NOTCH2	NOTCH2	ENSG00000134250	1	NOTCH2
NOTCH2NL	NA	NA	NA	NOTCH2NL
NOTCH4	NOTCH4	ENSG00000238196	CHR_HSCHR6_MHC_SSTO_CTG1	NOTCH4
NOTUM	NOTUM	ENSG00000185269	17	NOTUM
NOXA1	NOXA1	ENSG00000188747	9	NOXA1
NOXRED1	NOXRED1	ENSG00000165555	14	NOXRED1
NPAS1	NPAS1	ENSG00000130751	19	NPAS1
NPAS3	NPAS3	ENSG00000151322	14	NPAS3
NPAT	NPAT	ENSG00000149308	11	NPAT
NPB	NPB	ENSG00000183979	17	NPB
NPC1	NPC1	ENSG00000141458	18	NPC1
NPC2	NPC2	ENSG00000119655	14	NPC2
NPDC1	NPDC1	ENSG00000107281	9	NPDC1
NPEPL1	NPEPL1	ENSG00000215440	20	NPEPL1
NPEPPS	NPEPPS	ENSG00000141279	17	NPEPPS
NPHP3	NPHP3	ENSG00000113971	3	NPHP3
NPHP4	NPHP4	ENSG00000131697	1	NPHP4
NPIPA1	NPIPA1	ENSG00000281994	CHR_HSCHR16_1_CTG1	NPIPA1
NPIPA5	NPIPA5	ENSG00000282705	CHR_HSCHR16_1_CTG1	NPIPA5
NPIPB15	NPIPB15	ENSG00000196436	16	NPIPB15
NPIPB4	NPIPB4	ENSG00000185864	16	NPIPB4
NPIPB5	NPIPB5	ENSG00000284218	CHR_HG926_PATCH	NPIPB5
NPL	NPL	ENSG00000135838	1	NPL
NPLOC4	NPLOC4	ENSG00000182446	17	NPLOC4
NPM1	NPM1	ENSG00000181163	5	NPM1
NPM2	NPM2	ENSG00000158806	8	NPM2
NPM3	NPM3	ENSG00000107833	10	NPM3
NPPA-AS1	NA	NA	NA	NPPA-AS1
NPR2	NPR2	ENSG00000159899	9	NPR2
NPRL2	NPRL2	ENSG00000114388	3	NPRL2
NPRL3	NPRL3	ENSG00000103148	16	NPRL3
NPTN	NPTN	ENSG00000156642	15	NPTN
NPTXR	NPTXR	ENSG00000221890	22	NPTXR
NPW	NPW	ENSG00000183971	16	NPW
NQO1	NQO1	ENSG00000181019	16	NQO1
NQO2	NQO2	ENSG00000124588	6	NQO2
NR1D1	NR1D1	ENSG00000126368	17	NR1D1
NR1D2	NR1D2	ENSG00000174738	3	NR1D2
NR1H2	NA	NA	NA	NR1H2
NR1H3	NR1H3	ENSG00000025434	11	NR1H3
NR2C1	NR2C1	ENSG00000120798	12	NR2C1
NR2C2	NR2C2	ENSG00000177463	3	NR2C2
NR2C2AP	NR2C2AP	ENSG00000184162	19	NR2C2AP
NR2F2	NR2F2	ENSG00000185551	15	NR2F2
NR2F2-AS1	NR2F2-AS1	ENSG00000247809	15	NR2F2-AS1
NR2F6	NR2F6	ENSG00000160113	19	NR2F6
NR3C1	NR3C1	ENSG00000113580	5	NR3C1
NR4A1	NR4A1	ENSG00000123358	12	NR4A1
NR4A2	NR4A2	ENSG00000153234	2	NR4A2
NR5A1	NR5A1	ENSG00000136931	9	NR5A1
NR6A1	NR6A1	ENSG00000148200	9	NR6A1
NRARP	NRARP	ENSG00000198435	9	NRARP
NRAS	NRAS	ENSG00000213281	1	NRAS
NRBF2	NRBF2	ENSG00000148572	10	NRBF2
NRBP1	NRBP1	ENSG00000115216	2	NRBP1
NRBP2	NRBP2	ENSG00000185189	8	NRBP2
NRD1	NA	NA	NA	NRD1
NRDE2	NRDE2	ENSG00000119720	14	NRDE2
NRF1	NRF1	ENSG00000106459	7	NRF1
NRGN	NRGN	ENSG00000154146	11	NRGN
NRIP1	NRIP1	ENSG00000180530	21	NRIP1
NRIP3	NRIP3	ENSG00000175352	11	NRIP3
NRL	NRL	ENSG00000285493	CHR_HG1_PATCH	NRL
NRM	NRM	ENSG00000236843	CHR_HSCHR6_MHC_QBL_CTG1	NRM
NRROS	NRROS	ENSG00000174004	3	NRROS
NRSN2	NRSN2	ENSG00000125841	20	NRSN2
NRTN	NRTN	ENSG00000171119	19	NRTN
NSA2	NSA2	ENSG00000164346	5	NSA2
NSD1	NSD1	ENSG00000165671	5	NSD1
NSDHL	NSDHL	ENSG00000147383	X	NSDHL
NSF	NSF	ENSG00000278174	CHR_HSCHR17_2_CTG5	NSF
NSFL1C	NSFL1C	ENSG00000088833	20	NSFL1C
NSL1	NSL1	ENSG00000117697	1	NSL1
NSMAF	NSMAF	ENSG00000035681	8	NSMAF
NSMCE1	NSMCE1	ENSG00000169189	16	NSMCE1
NSMCE2	NSMCE2	ENSG00000156831	8	NSMCE2
NSMCE4A	NSMCE4A	ENSG00000107672	10	NSMCE4A
NSMF	NSMF	ENSG00000165802	9	NSMF
NSRP1	NSRP1	ENSG00000126653	17	NSRP1
NSUN2	NSUN2	ENSG00000037474	5	NSUN2
NSUN3	NSUN3	ENSG00000178694	3	NSUN3
NSUN4	NSUN4	ENSG00000117481	1	NSUN4
NSUN5	NSUN5	ENSG00000130305	7	NSUN5
NSUN6	NSUN6	ENSG00000241058	10	NSUN6
NT5C	NT5C	ENSG00000125458	17	NT5C
NT5C2	NT5C2	ENSG00000076685	10	NT5C2
NT5C3A	NT5C3A	ENSG00000122643	7	NT5C3A
NT5C3B	NT5C3B	ENSG00000141698	17	NT5C3B
NT5DC1	NT5DC1	ENSG00000178425	6	NT5DC1
NT5DC2	NT5DC2	ENSG00000168268	3	NT5DC2
NT5DC3	NT5DC3	ENSG00000111696	12	NT5DC3
NT5DC4	NT5DC4	ENSG00000144130	2	NT5DC4
NT5M	NT5M	ENSG00000205309	17	NT5M
NTAN1	NTAN1	ENSG00000275779	CHR_HSCHR16_1_CTG1	NTAN1
NTHL1	NTHL1	ENSG00000065057	16	NTHL1
NTMT1	NTMT1	ENSG00000148335	9	NTMT1
NTPCR	NTPCR	ENSG00000135778	1	NTPCR
NTRK1	NTRK1	ENSG00000198400	1	NTRK1
NUAK2	NUAK2	ENSG00000163545	1	NUAK2
NUB1	NUB1	ENSG00000013374	7	NUB1
NUBP1	NUBP1	ENSG00000103274	16	NUBP1
NUBP2	NUBP2	ENSG00000095906	16	NUBP2
NUBPL	NUBPL	ENSG00000151413	14	NUBPL
NUCB1	NUCB1	ENSG00000104805	19	NUCB1
NUCB2	NUCB2	ENSG00000070081	11	NUCB2
NUCKS1	NUCKS1	ENSG00000069275	1	NUCKS1
NUDC	NUDC	ENSG00000090273	1	NUDC
NUDCD1	NUDCD1	ENSG00000120526	8	NUDCD1
NUDCD2	NUDCD2	ENSG00000170584	5	NUDCD2
NUDCD3	NUDCD3	ENSG00000015676	7	NUDCD3
NUDT1	NUDT1	ENSG00000106268	7	NUDT1
NUDT12	NUDT12	ENSG00000112874	5	NUDT12
NUDT13	NUDT13	ENSG00000166321	10	NUDT13
NUDT14	NUDT14	ENSG00000183828	14	NUDT14
NUDT15	NUDT15	ENSG00000136159	13	NUDT15
NUDT16	NUDT16	ENSG00000198585	3	NUDT16
NUDT16L1	NUDT16L1	ENSG00000168101	16	NUDT16L1
NUDT17	NUDT17	ENSG00000186364	1	NUDT17
NUDT18	NUDT18	ENSG00000275074	8	NUDT18
NUDT19	NUDT19	ENSG00000213965	19	NUDT19
NUDT2	NUDT2	ENSG00000164978	9	NUDT2
NUDT21	NUDT21	ENSG00000167005	16	NUDT21
NUDT22	NUDT22	ENSG00000149761	11	NUDT22
NUDT3	NUDT3	ENSG00000272325	6	NUDT3
