mgi_symbol	ensembl_gene_id	chromosome_name	origsymbol
Gm13467	Gm13467	ENSMUSG00000086830	2	Gm13467
Gm13468	NA	NA	NA	Gm13468
Gm13469	Gm13469	ENSMUSG00000082679	2	Gm13469
Gm13470	Gm13470	ENSMUSG00000086644	2	Gm13470
Gm13471	Gm13471	ENSMUSG00000082278	2	Gm13471
Gm13472	Gm13472	ENSMUSG00000083866	2	Gm13472
Gm13473	Gm13473	ENSMUSG00000083776	2	Gm13473
Gm13474	Gm13474	ENSMUSG00000084184	2	Gm13474
Gm13475	Gm13475	ENSMUSG00000081830	2	Gm13475
Gm13476	NA	NA	NA	Gm13476
Gm13477	Gm13477	ENSMUSG00000083849	2	Gm13477
Gm13478	Gm13478	ENSMUSG00000083510	2	Gm13478
Gm13479	Gm13479	ENSMUSG00000085591	2	Gm13479
Gm13480	Gm13480	ENSMUSG00000085357	2	Gm13480
Gm13481	Gm13481	ENSMUSG00000086353	2	Gm13481
Gm13482	Gm13482	ENSMUSG00000083966	2	Gm13482
Gm13483	Gm13483	ENSMUSG00000085862	2	Gm13483
Gm13484	Gm13484	ENSMUSG00000082846	2	Gm13484
Gm13485	Gm13485	ENSMUSG00000085429	2	Gm13485
Gm13486	Gm13486	ENSMUSG00000082483	2	Gm13486
Gm13487	Gm13487	ENSMUSG00000083449	2	Gm13487
Gm13488	Gm13488	ENSMUSG00000081457	2	Gm13488
Gm13489	Gm13489	ENSMUSG00000082114	2	Gm13489
Gm13490	Gm13490	ENSMUSG00000085014	2	Gm13490
Gm13491	Gm13491	ENSMUSG00000083472	2	Gm13491
Gm13492	Gm13492	ENSMUSG00000081484	2	Gm13492
Gm13493	Gm13493	ENSMUSG00000087701	2	Gm13493
Gm13494	Gm13494	ENSMUSG00000084334	2	Gm13494
Gm13495	Gm13495	ENSMUSG00000080782	2	Gm13495
Gm13496	Gm13496	ENSMUSG00000085755	2	Gm13496
Gm13497	Gm13497	ENSMUSG00000086349	2	Gm13497
Gm13498	Gm13498	ENSMUSG00000083270	2	Gm13498
Gm13499	Gm13499	ENSMUSG00000086523	2	Gm13499
Gm13500	Gm13500	ENSMUSG00000081173	2	Gm13500
Gm13501	Gm13501	ENSMUSG00000082472	2	Gm13501
Gm13502	Gm13502	ENSMUSG00000083287	2	Gm13502
Gm13503	Gm13503	ENSMUSG00000080716	2	Gm13503
Gm13504	Gm13504	ENSMUSG00000083686	2	Gm13504
Gm13505	Gm13505	ENSMUSG00000082096	2	Gm13505
Gm13506	Gm13506	ENSMUSG00000083401	2	Gm13506
Gm13507	NA	NA	NA	Gm13507
Gm13508	Gm13508	ENSMUSG00000084177	2	Gm13508
Gm13509	Gm13509	ENSMUSG00000081272	2	Gm13509
Gm13510	Gm13510	ENSMUSG00000080937	2	Gm13510
Gm13511	Gm13511	ENSMUSG00000083157	2	Gm13511
Gm13517	Gm13517	ENSMUSG00000082971	2	Gm13517
Gm13518	Gm13518	ENSMUSG00000082142	2	Gm13518
Gm13519	NA	NA	NA	Gm13519
Gm13520	NA	NA	NA	Gm13520
Gm13521	Gm13521	ENSMUSG00000081158	2	Gm13521
Gm13522	Gm13522	ENSMUSG00000086447	2	Gm13522
Gm13523	Gm13523	ENSMUSG00000087496	2	Gm13523
Gm13524	Gm13524	ENSMUSG00000085397	2	Gm13524
Gm13525	Gm13525	ENSMUSG00000082879	2	Gm13525
Gm13526	Gm13526	ENSMUSG00000080812	2	Gm13526
Gm13527	Gm13527	ENSMUSG00000082578	2	Gm13527
Gm13528	Gm13528	ENSMUSG00000085087	2	Gm13528
Gm13529	Gm13529	ENSMUSG00000081244	2	Gm13529
Gm13530	Gm13530	ENSMUSG00000086939	2	Gm13530
Gm13531	Gm13531	ENSMUSG00000084338	2	Gm13531
Gm13532	Gm13532	ENSMUSG00000081642	2	Gm13532
Gm13533	Gm13533	ENSMUSG00000084294	2	Gm13533
Gm13534	Gm13534	ENSMUSG00000053472	2	Gm13534
Gm13535	Gm13535	ENSMUSG00000084292	2	Gm13535
Gm13536	Gm13536	ENSMUSG00000085742	2	Gm13536
Gm13537	Gm13537	ENSMUSG00000082844	2	Gm13537
Gm13538	Gm13538	ENSMUSG00000090073	2	Gm13538
Gm13539	Gm13539	ENSMUSG00000085484	2	Gm13539
Gm13540	NA	NA	NA	Gm13540
Gm13541	Gm13541	ENSMUSG00000082132	2	Gm13541
Gm13542	Gm13542	ENSMUSG00000082357	2	Gm13542
Gm13543	Gm13543	ENSMUSG00000083745	2	Gm13543
Gm13544	Gm13544	ENSMUSG00000086995	2	Gm13544
Gm13545	Gm13545	ENSMUSG00000082408	2	Gm13545
Gm13546	Gm13546	ENSMUSG00000086862	2	Gm13546
Gm13547	Gm13547	ENSMUSG00000075425	2	Gm13547
Gm13548	Gm13548	ENSMUSG00000085815	2	Gm13548
Gm13549	Gm13549	ENSMUSG00000080982	2	Gm13549
Gm13550	Gm13550	ENSMUSG00000084250	2	Gm13550
Gm13551	Gm13551	ENSMUSG00000083276	2	Gm13551
Gm13552	Gm13552	ENSMUSG00000081157	2	Gm13552
Gm13553	Gm13553	ENSMUSG00000085545	2	Gm13553
Gm13554	Gm13554	ENSMUSG00000087515	2	Gm13554
Gm13555	Gm13555	ENSMUSG00000083018	2	Gm13555
Gm13556	Gm13556	ENSMUSG00000087294	2	Gm13556
Gm13557	Gm13557	ENSMUSG00000082989	2	Gm13557
Gm13558	Gm13558	ENSMUSG00000086129	2	Gm13558
Gm13559	Gm13559	ENSMUSG00000080985	2	Gm13559
Gm13560	Gm13560	ENSMUSG00000082800	2	Gm13560
Gm13561	Gm13561	ENSMUSG00000087518	2	Gm13561
Gm13562	Gm13562	ENSMUSG00000086779	2	Gm13562
Gm13563	Gm13563	ENSMUSG00000085767	2	Gm13563
Gm13564	Gm13564	ENSMUSG00000087422	2	Gm13564
Gm13565	Gm13565	ENSMUSG00000087681	2	Gm13565
Gm13566	Gm13566	ENSMUSG00000084115	2	Gm13566
Gm13567	Gm13567	ENSMUSG00000083195	2	Gm13567
Gm13568	Gm13568	ENSMUSG00000085543	2	Gm13568
Gm13569	Gm13569	ENSMUSG00000085029	2	Gm13569
Gm13570	Gm13570	ENSMUSG00000087181	2	Gm13570
Gm13571	Gm13571	ENSMUSG00000086196	2	Gm13571
Gm13572	Gm13572	ENSMUSG00000085975	2	Gm13572
Gm13573	Gm13573	ENSMUSG00000080198	2	Gm13573
Gm13574	Gm13574	ENSMUSG00000081236	2	Gm13574
Gm13575	Gm13575	ENSMUSG00000087702	2	Gm13575
Gm13576	Gm13576	ENSMUSG00000081065	2	Gm13576
Gm13577	Gm13577	ENSMUSG00000082127	2	Gm13577
Gm13578	Gm13578	ENSMUSG00000084104	2	Gm13578
Gm13579	Gm13579	ENSMUSG00000083334	2	Gm13579
Gm13580	Gm13580	ENSMUSG00000087283	2	Gm13580
Gm13581	Gm13581	ENSMUSG00000083197	2	Gm13581
Gm13582	Gm13582	ENSMUSG00000075325	2	Gm13582
Gm13583	Gm13583	ENSMUSG00000086578	2	Gm13583
Gm13584	Gm13584	ENSMUSG00000087539	2	Gm13584
Gm13586	Gm13586	ENSMUSG00000082931	2	Gm13586
Gm13587	Gm13587	ENSMUSG00000087062	2	Gm13587
Gm13588	Gm13588	ENSMUSG00000084124	2	Gm13588
Gm13589	Gm13589	ENSMUSG00000085950	2	Gm13589
Gm13590	Gm13590	ENSMUSG00000081817	2	Gm13590
Gm13591	NA	NA	NA	Gm13591
Gm13592	Gm13592	ENSMUSG00000083707	2	Gm13592
Gm13593	Gm13593	ENSMUSG00000080766	2	Gm13593
Gm13594	Gm13594	ENSMUSG00000086881	2	Gm13594
Gm13595	Gm13595	ENSMUSG00000086701	2	Gm13595
Gm13596	Gm13596	ENSMUSG00000085182	2	Gm13596
Gm13597	Gm13597	ENSMUSG00000075312	2	Gm13597
Gm13598	Gm13598	ENSMUSG00000086908	2	Gm13598
Gm13599	Gm13599	ENSMUSG00000087043	2	Gm13599
Gm136	Gm136	ENSMUSG00000071015	4	Gm136
Gm13600	Gm13600	ENSMUSG00000081973	2	Gm13600
Gm13601	Gm13601	ENSMUSG00000087467	2	Gm13601
Gm13602	Gm13602	ENSMUSG00000082218	2	Gm13602
Gm13603	Gm13603	ENSMUSG00000081299	2	Gm13603
Gm13604	Gm13604	ENSMUSG00000083910	2	Gm13604
Gm13605	Gm13605	ENSMUSG00000084768	2	Gm13605
Gm13606	NA	NA	NA	Gm13606
Gm13607	Gm13607	ENSMUSG00000081257	2	Gm13607
Gm13608	Gm13608	ENSMUSG00000081480	2	Gm13608
Gm13609	Gm13609	ENSMUSG00000086192	2	Gm13609
Gm13610	Gm13610	ENSMUSG00000086216	2	Gm13610
Gm13611	Gm13611	ENSMUSG00000066068	2	Gm13611
Gm13612	Gm13612	ENSMUSG00000082836	2	Gm13612
Gm13613	Gm13613	ENSMUSG00000086819	2	Gm13613
Gm13614	Gm13614	ENSMUSG00000083592	2	Gm13614
Gm13615	Gm13615	ENSMUSG00000082499	2	Gm13615
Gm13616	Gm13616	ENSMUSG00000080728	2	Gm13616
Gm13617	Gm13617	ENSMUSG00000085160	2	Gm13617
Gm13618	Gm13618	ENSMUSG00000086671	2	Gm13618
Gm13619	Gm13619	ENSMUSG00000052865	2	Gm13619
Gm13620	Gm13620	ENSMUSG00000086603	2	Gm13620
Gm13621	NA	NA	NA	Gm13621
Gm13622	Gm13622	ENSMUSG00000082345	2	Gm13622
Gm13623	Gm13623	ENSMUSG00000083007	2	Gm13623
Gm13624	Gm13624	ENSMUSG00000081857	2	Gm13624
Gm13625	Gm13625	ENSMUSG00000089902	2	Gm13625
Gm13626	Gm13626	ENSMUSG00000081954	2	Gm13626
Gm13627	Gm13627	ENSMUSG00000081307	2	Gm13627
Gm13629	Gm13629	ENSMUSG00000087301	2	Gm13629
Gm13630	Gm13630	ENSMUSG00000085386	2	Gm13630
Gm13631	Gm13631	ENSMUSG00000086132	2	Gm13631
Gm13632	Gm13632	ENSMUSG00000085868	2	Gm13632
Gm13633	Gm13633	ENSMUSG00000082303	2	Gm13633
Gm13634	NA	NA	NA	Gm13634
Gm13635	NA	NA	NA	Gm13635
Gm13636	NA	NA	NA	Gm13636
Gm13637	NA	NA	NA	Gm13637
Gm13638	NA	NA	NA	Gm13638
Gm13640	Gm13640	ENSMUSG00000081062	2	Gm13640
Gm13641	Gm13641	ENSMUSG00000082190	2	Gm13641
Gm13642	Gm13642	ENSMUSG00000086846	2	Gm13642
Gm13643	NA	NA	NA	Gm13643
Gm13644	NA	NA	NA	Gm13644
Gm13645	Gm13645	ENSMUSG00000085179	4	Gm13645
Gm13647	Gm13647	ENSMUSG00000087570	2	Gm13647
Gm13648	Gm13648	ENSMUSG00000086549	4	Gm13648
Gm13649	Gm13649	ENSMUSG00000082006	2	Gm13649
Gm13650	Gm13650	ENSMUSG00000084087	2	Gm13650
Gm13651	Gm13651	ENSMUSG00000081611	2	Gm13651
Gm13652	Gm13652	ENSMUSG00000087333	2	Gm13652
Gm13653	Gm13653	ENSMUSG00000075276	2	Gm13653
Gm13654	NA	NA	NA	Gm13654
Gm13655	Gm13655	ENSMUSG00000082152	2	Gm13655
Gm13656	Gm13656	ENSMUSG00000087527	2	Gm13656
Gm13657	Gm13657	ENSMUSG00000086813	2	Gm13657
Gm13658	Gm13658	ENSMUSG00000087504	2	Gm13658
Gm13659	NA	NA	NA	Gm13659
Gm13660	Gm13660	ENSMUSG00000086576	2	Gm13660
Gm13661	Gm13661	ENSMUSG00000087102	2	Gm13661
Gm13662	Gm13662	ENSMUSG00000084794	2	Gm13662
Gm13663	Gm13663	ENSMUSG00000086641	2	Gm13663
Gm13664	Gm13664	ENSMUSG00000083976	2	Gm13664
Gm13665	Gm13665	ENSMUSG00000082455	2	Gm13665
Gm13666	Gm13666	ENSMUSG00000083569	2	Gm13666
Gm13667	Gm13667	ENSMUSG00000084791	2	Gm13667
Gm13668	Gm13668	ENSMUSG00000083072	2	Gm13668
Gm13669	Gm13669	ENSMUSG00000081833	2	Gm13669
Gm13670	Gm13670	ENSMUSG00000082187	2	Gm13670
Gm13672	Gm13672	ENSMUSG00000082973	2	Gm13672
Gm13673	Gm13673	ENSMUSG00000081284	2	Gm13673
Gm13674	Gm13674	ENSMUSG00000083519	2	Gm13674
Gm13675	Gm13675	ENSMUSG00000080979	2	Gm13675
Gm13676	Gm13676	ENSMUSG00000083804	2	Gm13676
Gm13677	Gm13677	ENSMUSG00000082666	2	Gm13677
Gm13678	Gm13678	ENSMUSG00000081122	2	Gm13678
Gm13679	Gm13679	ENSMUSG00000083291	2	Gm13679
Gm13680	Gm13680	ENSMUSG00000081400	2	Gm13680
Gm13681	Gm13681	ENSMUSG00000083389	2	Gm13681
Gm13682	Gm13682	ENSMUSG00000080925	2	Gm13682
Gm13683	Gm13683	ENSMUSG00000080949	2	Gm13683
Gm13684	Gm13684	ENSMUSG00000085335	2	Gm13684
Gm13685	Gm13685	ENSMUSG00000082460	2	Gm13685
Gm13686	Gm13686	ENSMUSG00000085450	2	Gm13686
Gm13687	Gm13687	ENSMUSG00000082494	2	Gm13687
Gm13688	Gm13688	ENSMUSG00000083284	2	Gm13688
Gm13689	Gm13689	ENSMUSG00000081487	2	Gm13689
Gm13690	Gm13690	ENSMUSG00000086436	2	Gm13690
Gm13691	Gm13691	ENSMUSG00000079247	2	Gm13691
Gm13692	Gm13692	ENSMUSG00000084359	2	Gm13692
Gm13693	Gm13693	ENSMUSG00000094336	2	Gm13693
Gm13694	Gm13694	ENSMUSG00000096337	2	Gm13694
Gm13695	Gm13695	ENSMUSG00000096729	2	Gm13695
Gm13696	Gm13696	ENSMUSG00000096484	2	Gm13696
Gm13697	Gm13697	ENSMUSG00000095824	2	Gm13697
Gm13698	Gm13698	ENSMUSG00000094125	2	Gm13698
Gm13699	NA	NA	NA	Gm13699
Gm13700	Gm13700	ENSMUSG00000084107	2	Gm13700
Gm13701	NA	NA	NA	Gm13701
Gm13702	Gm13702	ENSMUSG00000081980	2	Gm13702
Gm13703	Gm13703	ENSMUSG00000085519	2	Gm13703
Gm13704	NA	NA	NA	Gm13704
Gm13705	NA	NA	NA	Gm13705
Gm13706	NA	NA	NA	Gm13706
Gm13707	Gm13707	ENSMUSG00000085768	2	Gm13707
Gm13708	Gm13708	ENSMUSG00000086069	2	Gm13708
Gm13709	Gm13709	ENSMUSG00000086546	2	Gm13709
Gm13710	Gm13710	ENSMUSG00000087362	2	Gm13710
Gm13711	Gm13711	ENSMUSG00000084198	2	Gm13711
Gm13712	Gm13712	ENSMUSG00000082534	2	Gm13712
Gm13713	Gm13713	ENSMUSG00000085135	2	Gm13713
Gm13714	Gm13714	ENSMUSG00000081014	2	Gm13714
Gm13715	Gm13715	ENSMUSG00000085025	2	Gm13715
Gm13716	Gm13716	ENSMUSG00000086905	2	Gm13716
Gm13717	Gm13717	ENSMUSG00000081564	6	Gm13717
Gm13718	NA	NA	NA	Gm13718
Gm13719	Gm13719	ENSMUSG00000083864	2	Gm13719
Gm13720	Gm13720	ENSMUSG00000083029	2	Gm13720
Gm13721	NA	NA	NA	Gm13721
Gm13722	Gm13722	ENSMUSG00000083594	2	Gm13722
Gm13723	Gm13723	ENSMUSG00000086338	2	Gm13723
Gm13724	Gm13724	ENSMUSG00000082036	6	Gm13724
Gm13725	Gm13725	ENSMUSG00000083961	6	Gm13725
Gm13726	Gm13726	ENSMUSG00000081719	2	Gm13726
Gm13727	Gm13727	ENSMUSG00000087353	2	Gm13727
Gm13728	Gm13728	ENSMUSG00000082225	2	Gm13728
Gm13729	Gm13729	ENSMUSG00000083550	2	Gm13729
Gm13730	Gm13730	ENSMUSG00000081168	2	Gm13730
Gm13731	Gm13731	ENSMUSG00000081907	2	Gm13731
Gm13732	Gm13732	ENSMUSG00000084043	2	Gm13732
Gm13733	Gm13733	ENSMUSG00000081610	2	Gm13733
Gm13734	NA	NA	NA	Gm13734
Gm13735	Gm13735	ENSMUSG00000081853	2	Gm13735
Gm13736	Gm13736	ENSMUSG00000082908	2	Gm13736
Gm13737	Gm13737	ENSMUSG00000083211	2	Gm13737
Gm13738	Gm13738	ENSMUSG00000081762	2	Gm13738
Gm13739	Gm13739	ENSMUSG00000081878	2	Gm13739
Gm13740	Gm13740	ENSMUSG00000082417	2	Gm13740
Gm13741	NA	NA	NA	Gm13741
Gm13742	Gm13742	ENSMUSG00000082428	2	Gm13742
Gm13743	Gm13743	ENSMUSG00000083688	2	Gm13743
Gm13744	Gm13744	ENSMUSG00000081132	2	Gm13744
Gm13745	Gm13745	ENSMUSG00000082056	2	Gm13745
Gm13746	Gm13746	ENSMUSG00000087345	2	Gm13746
Gm13747	NA	NA	NA	Gm13747
Gm13748	Gm13748	ENSMUSG00000086836	1	Gm13748
Gm13749	Gm13749	ENSMUSG00000044689	1	Gm13749
Gm13750	Gm13750	ENSMUSG00000086721	1	Gm13750
Gm13751	Gm13751	ENSMUSG00000080817	1	Gm13751
Gm13752	Gm13752	ENSMUSG00000085921	2	Gm13752
Gm13753	NA	NA	NA	Gm13753
Gm13754	Gm13754	ENSMUSG00000082373	1	Gm13754
Gm13755	Gm13755	ENSMUSG00000084297	2	Gm13755
Gm13756	Gm13756	ENSMUSG00000081566	2	Gm13756
Gm13757	Gm13757	ENSMUSG00000090097	2	Gm13757
Gm13758	Gm13758	ENSMUSG00000081073	2	Gm13758
Gm13759	NA	NA	NA	Gm13759
Gm13760	NA	NA	NA	Gm13760
Gm13761	Gm13761	ENSMUSG00000082581	2	Gm13761
Gm13762	Gm13762	ENSMUSG00000075111	2	Gm13762
Gm13763	NA	NA	NA	Gm13763
Gm13764	NA	NA	NA	Gm13764
Gm13765	NA	NA	NA	Gm13765
Gm13767	Gm13767	ENSMUSG00000085547	2	Gm13767
Gm13768	Gm13768	ENSMUSG00000080223	2	Gm13768
Gm13769	Gm13769	ENSMUSG00000089859	2	Gm13769
Gm13770	Gm13770	ENSMUSG00000081834	2	Gm13770
Gm13771	Gm13771	ENSMUSG00000083832	2	Gm13771
Gm13772	Gm13772	ENSMUSG00000080977	2	Gm13772
Gm13773	Gm13773	ENSMUSG00000086253	4	Gm13773
Gm13775	Gm13775	ENSMUSG00000081207	4	Gm13775
Gm13776	Gm13776	ENSMUSG00000082457	2	Gm13776
Gm13777	Gm13777	ENSMUSG00000111592	CHR_MG191_PATCH	Gm13777
Gm13778	Gm13778	ENSMUSG00000111791	CHR_MG191_PATCH	Gm13778
Gm13780	Gm13780	ENSMUSG00000087197	2	Gm13780
Gm13781	Gm13781	ENSMUSG00000086854	6	Gm13781
Gm13782	Gm13782	ENSMUSG00000086542	6	Gm13782
Gm13783	Gm13783	ENSMUSG00000086206	2	Gm13783
Gm13784	Gm13784	ENSMUSG00000084243	5	Gm13784
Gm13785	Gm13785	ENSMUSG00000081730	2	Gm13785
Gm13786	Gm13786	ENSMUSG00000083951	2	Gm13786
Gm13787	Gm13787	ENSMUSG00000081248	2	Gm13787
Gm13788	Gm13788	ENSMUSG00000083204	2	Gm13788
Gm13789	NA	NA	NA	Gm13789
Gm13790	Gm13790	ENSMUSG00000086302	5	Gm13790
Gm13791	Gm13791	ENSMUSG00000086980	2	Gm13791
Gm13792	Gm13792	ENSMUSG00000082700	2	Gm13792
Gm13793	Gm13793	ENSMUSG00000087069	2	Gm13793
Gm13794	Gm13794	ENSMUSG00000084906	2	Gm13794
Gm13795	NA	NA	NA	Gm13795
Gm13796	NA	NA	NA	Gm13796
Gm13797	Gm13797	ENSMUSG00000083846	2	Gm13797
Gm13798	Gm13798	ENSMUSG00000081757	2	Gm13798
Gm13799	Gm13799	ENSMUSG00000087537	2	Gm13799
Gm13800	NA	NA	NA	Gm13800
Gm13801	Gm13801	ENSMUSG00000082327	2	Gm13801
Gm13802	Gm13802	ENSMUSG00000087559	2	Gm13802
Gm13803	Gm13803	ENSMUSG00000082820	2	Gm13803
Gm13804	Gm13804	ENSMUSG00000080802	2	Gm13804
Gm13805	NA	NA	NA	Gm13805
Gm13806	Gm13806	ENSMUSG00000082862	2	Gm13806
Gm13807	Gm13807	ENSMUSG00000085852	2	Gm13807
Gm13808	Gm13808	ENSMUSG00000082259	2	Gm13808
Gm13809	Gm13809	ENSMUSG00000084313	2	Gm13809
Gm13810	Gm13810	ENSMUSG00000095203	2	Gm13810
Gm13811	Gm13811	ENSMUSG00000084209	2	Gm13811
Gm13812	Gm13812	ENSMUSG00000094873	2	Gm13812
Gm13813	Gm13813	ENSMUSG00000082435	2	Gm13813
Gm13814	Gm13814	ENSMUSG00000085261	2	Gm13814
Gm13815	Gm13815	ENSMUSG00000080860	2	Gm13815
Gm13816	Gm13816	ENSMUSG00000085976	2	Gm13816
Gm13817	Gm13817	ENSMUSG00000085293	2	Gm13817
Gm13818	Gm13818	ENSMUSG00000081353	2	Gm13818
Gm13819	NA	NA	NA	Gm13819
Gm13820	NA	NA	NA	Gm13820
Gm13821	Gm13821	ENSMUSG00000107256	5	Gm13821
Gm13822	Gm13822	ENSMUSG00000087477	5	Gm13822
Gm13823	Gm13823	ENSMUSG00000080707	5	Gm13823
Gm13824	NA	NA	NA	Gm13824
Gm13825	NA	NA	NA	Gm13825
Gm13826	NA	NA	NA	Gm13826
Gm13827	Gm13827	ENSMUSG00000086167	5	Gm13827
Gm13828	Gm13828	ENSMUSG00000083182	5	Gm13828
Gm13829	Gm13829	ENSMUSG00000082610	5	Gm13829
Gm13830	Gm13830	ENSMUSG00000086368	5	Gm13830
Gm13831	Gm13831	ENSMUSG00000083875	5	Gm13831
Gm13832	Gm13832	ENSMUSG00000087292	5	Gm13832
Gm13833	Gm13833	ENSMUSG00000087312	6	Gm13833
Gm13834	NA	NA	NA	Gm13834
Gm13835	Gm13835	ENSMUSG00000086922	6	Gm13835
Gm13836	Gm13836	ENSMUSG00000081282	5	Gm13836
Gm13837	Gm13837	ENSMUSG00000086055	5	Gm13837
Gm13838	Gm13838	ENSMUSG00000084921	5	Gm13838
Gm13839	Gm13839	ENSMUSG00000087124	5	Gm13839
Gm13840	Gm13840	ENSMUSG00000086849	5	Gm13840
Gm13841	Gm13841	ENSMUSG00000083833	5	Gm13841
Gm13842	Gm13842	ENSMUSG00000084992	5	Gm13842
Gm13844	Gm13844	ENSMUSG00000086855	6	Gm13844
Gm13845	NA	NA	NA	Gm13845
Gm13846	NA	NA	NA	Gm13846
Gm13847	NA	NA	NA	Gm13847
Gm13848	Gm13848	ENSMUSG00000084973	6	Gm13848
Gm13849	Gm13849	ENSMUSG00000087379	6	Gm13849
Gm13850	Gm13850	ENSMUSG00000085616	6	Gm13850
Gm13851	NA	NA	NA	Gm13851
Gm13852	Gm13852	ENSMUSG00000084386	6	Gm13852
Gm13853	Gm13853	ENSMUSG00000087441	6	Gm13853
Gm13854	Gm13854	ENSMUSG00000083728	6	Gm13854
Gm13855	Gm13855	ENSMUSG00000087613	6	Gm13855
Gm13856	Gm13856	ENSMUSG00000087356	6	Gm13856
Gm13857	Gm13857	ENSMUSG00000084965	6	Gm13857
Gm13858	Gm13858	ENSMUSG00000081196	6	Gm13858
Gm13859	Gm13859	ENSMUSG00000081991	6	Gm13859
Gm13860	Gm13860	ENSMUSG00000085187	6	Gm13860
Gm13861	Gm13861	ENSMUSG00000085382	6	Gm13861
Gm13862	Gm13862	ENSMUSG00000082118	6	Gm13862
Gm13863	Gm13863	ENSMUSG00000082446	6	Gm13863
Gm13864	Gm13864	ENSMUSG00000082920	6	Gm13864
Gm13865	Gm13865	ENSMUSG00000083717	3	Gm13865
Gm13866	Gm13866	ENSMUSG00000081774	2	Gm13866
Gm13867	Gm13867	ENSMUSG00000083530	4	Gm13867
Gm13868	Gm13868	ENSMUSG00000083306	2	Gm13868
Gm13869	Gm13869	ENSMUSG00000086957	2	Gm13869
Gm13870	Gm13870	ENSMUSG00000081447	2	Gm13870
Gm13871	Gm13871	ENSMUSG00000096333	4	Gm13871
Gm13872	Gm13872	ENSMUSG00000087185	2	Gm13872
Gm13873	Gm13873	ENSMUSG00000084385	2	Gm13873
Gm13874	Gm13874	ENSMUSG00000087032	2	Gm13874
Gm13875	Gm13875	ENSMUSG00000081275	2	Gm13875
Gm13876	Gm13876	ENSMUSG00000083643	2	Gm13876
Gm13877	Gm13877	ENSMUSG00000083495	2	Gm13877
Gm13878	Gm13878	ENSMUSG00000081348	2	Gm13878
Gm13879	Gm13879	ENSMUSG00000082845	2	Gm13879
Gm13880	Gm13880	ENSMUSG00000081010	2	Gm13880
Gm13881	Gm13881	ENSMUSG00000084756	2	Gm13881
Gm13882	Gm13882	ENSMUSG00000081721	2	Gm13882
Gm13883	Gm13883	ENSMUSG00000087473	2	Gm13883
Gm13884	Gm13884	ENSMUSG00000082379	2	Gm13884
Gm13885	Gm13885	ENSMUSG00000082276	2	Gm13885
Gm13886	Gm13886	ENSMUSG00000083856	2	Gm13886
Gm13887	Gm13887	ENSMUSG00000082934	2	Gm13887
Gm13888	Gm13888	ENSMUSG00000083487	2	Gm13888
Gm13889	Gm13889	ENSMUSG00000087006	2	Gm13889
Gm13890	Gm13890	ENSMUSG00000081701	2	Gm13890
Gm13892	NA	NA	NA	Gm13892
Gm13893	NA	NA	NA	Gm13893
Gm13896	NA	NA	NA	Gm13896
Gm13897	NA	NA	NA	Gm13897
Gm13898	Gm13898	ENSMUSG00000086409	6	Gm13898
Gm13899	Gm13899	ENSMUSG00000081077	6	Gm13899
Gm13900	Gm13900	ENSMUSG00000081966	2	Gm13900
Gm13901	Gm13901	ENSMUSG00000085530	2	Gm13901
Gm13902	Gm13902	ENSMUSG00000084164	2	Gm13902
Gm13903	Gm13903	ENSMUSG00000083181	2	Gm13903
Gm13904	Gm13904	ENSMUSG00000082066	2	Gm13904
Gm13905	Gm13905	ENSMUSG00000087465	2	Gm13905
Gm13908	NA	NA	NA	Gm13908
Gm13909	NA	NA	NA	Gm13909
Gm13910	Gm13910	ENSMUSG00000063684	2	Gm13910
Gm13912	Gm13912	ENSMUSG00000086758	2	Gm13912
Gm13913	Gm13913	ENSMUSG00000083347	2	Gm13913
Gm13914	Gm13914	ENSMUSG00000083697	2	Gm13914
Gm13915	Gm13915	ENSMUSG00000082113	2	Gm13915
Gm13916	Gm13916	ENSMUSG00000083590	2	Gm13916
Gm13919	Gm13919	ENSMUSG00000085417	2	Gm13919
Gm13920	Gm13920	ENSMUSG00000085110	2	Gm13920
Gm13921	Gm13921	ENSMUSG00000082328	2	Gm13921
Gm13922	Gm13922	ENSMUSG00000082091	2	Gm13922
Gm13923	Gm13923	ENSMUSG00000087544	2	Gm13923
Gm13924	Gm13924	ENSMUSG00000084167	2	Gm13924
Gm13925	Gm13925	ENSMUSG00000081746	2	Gm13925
Gm13928	Gm13928	ENSMUSG00000081069	2	Gm13928
Gm13929	Gm13929	ENSMUSG00000081037	2	Gm13929
Gm13930	Gm13930	ENSMUSG00000084134	2	Gm13930
Gm13932	Gm13932	ENSMUSG00000083915	2	Gm13932
Gm13933	NA	NA	NA	Gm13933
Gm13934	NA	NA	NA	Gm13934
Gm13935	Gm13935	ENSMUSG00000083320	2	Gm13935
Gm13936	Gm13936	ENSMUSG00000085444	2	Gm13936
Gm13937	Gm13937	ENSMUSG00000082512	2	Gm13937
Gm13938	Gm13938	ENSMUSG00000086354	2	Gm13938
Gm13939	NA	NA	NA	Gm13939
Gm13940	Gm13940	ENSMUSG00000081541	2	Gm13940
Gm13941	Gm13941	ENSMUSG00000079170	2	Gm13941
Gm13942	Gm13942	ENSMUSG00000079171	2	Gm13942
Gm13943	Gm13943	ENSMUSG00000085277	2	Gm13943
Gm13944	Gm13944	ENSMUSG00000085845	2	Gm13944
Gm13945	NA	NA	NA	Gm13945
Gm13946	NA	NA	NA	Gm13946
