ensembl_gene_id	chromosome_name
YEL027W	YEL027W	V
YEL026W	YEL026W	V
YEL025C	YEL025C	V
YEL024W	YEL024W	V
YEL023C	YEL023C	V
YEL022W	YEL022W	V
YEL021W	YEL021W	V
YEL020C.B	YEL020C.B	NA
YEL020W.A	YEL020W.A	NA
RPR1	RPR1	V
YEL020C	YEL020C	V
YEL019C	YEL019C	V
YEL018C.A	YEL018C.A	NA
YEL018W	YEL018W	V
YEL017C.A	YEL017C.A	NA
YEL017W	YEL017W	V
YEL016C	YEL016C	V
YEL015W	YEL015W	V
YEL014C	YEL014C	V
YEL013W	YEL013W	V
YEL012W	YEL012W	V
YEL011W	YEL011W	V
YEL010W	YEL010W	V
YEL009C.A	YEL009C.A	NA
YEL009C	YEL009C	V
YEL008W	YEL008W	V
YEL008C.A	YEL008C.A	NA
YEL007W	YEL007W	V
YEL006W	YEL006W	V
YEL005C	YEL005C	V
YEL004W	YEL004W	V
YEL003W	YEL003W	V
YEL002C	YEL002C	V
YEL001C	YEL001C	V
YER001W	YER001W	V
YER002W	YER002W	V
YER003C	YER003C	V
YER004W	YER004W	V
YER005W	YER005W	V
YER006W	YER006W	V
YER006C.A	YER006C.A	NA
YER007W	YER007W	V
YER007C.A	YER007C.A	NA
snR14	snR14	V
YER008C	YER008C	V
YER009W	YER009W	V
YER010C	YER010C	V
YER011W	YER011W	V
YER012W	YER012W	V
YER013W	YER013W	V
YER014W	YER014W	V
YER014C.A	YER014C.A	NA
YER015W	YER015W	V
YER016W	YER016W	V
YER017C	YER017C	V
YER018C	YER018C	V
YER019W	YER019W	V
YER019C.A	YER019C.A	NA
YER020W	YER020W	V
YER021W	YER021W	V
YER022W	YER022W	V
YER023W	YER023W	V
YER023C.A	YER023C.A	NA
YER024W	YER024W	V
YER025W	YER025W	V
YER026C	YER026C	V
YER027C	YER027C	V
YER028C	YER028C	V
YER029C	YER029C	V
YER030W	YER030W	V
YER031C	YER031C	V
YER032W	YER032W	V
YER033C	YER033C	V
YER034W	YER034W	V
YER035W	YER035W	V
YER036C	YER036C	V
YER037W	YER037W	V
YER038C	YER038C	V
YER038W.A	YER038W.A	NA
YER039C	YER039C	V
YER039C.A	YER039C.A	NA
YER040W	YER040W	V
YER041W	YER041W	V
YER042W	YER042W	V
YER043C	YER043C	V
YER044C	YER044C	V
YER044C.A	YER044C.A	NA
YER045C	YER045C	V
YER046W	YER046W	V
YER046W.A	YER046W.A	NA
YER047C	YER047C	V
YER048C	YER048C	V
YER048W.A	YER048W.A	NA
YER049W	YER049W	V
YER050C	YER050C	V
YER051W	YER051W	V
YER052C	YER052C	V
YER053C	YER053C	V
YER053C.A	YER053C.A	NA
YER054C	YER054C	V
YER055C	YER055C	V
YER056C	YER056C	V
YER056C.A	YER056C.A	NA
YER057C	YER057C	V
YER058W	YER058W	V
YER059W	YER059W	V
YER060W	YER060W	V
YER060W.A	YER060W.A	NA
YER061C	YER061C	V
YER062C	YER062C	V
YER063W	YER063W	V
YER064C	YER064C	V
YER065C	YER065C	V
YER066W	YER066W	V
YER066C.A	YER066C.A	NA
YER067W	YER067W	V
YER067C.A	YER067C.A	NA
YER068W	YER068W	V
YER068C.A	YER068C.A	NA
YER069W	YER069W	V
YER070W	YER070W	V
YER071C	YER071C	V
YER072W	YER072W	V
YER073W	YER073W	V
YER074W	YER074W	V
YER074W.A	YER074W.A	NA
YER075C	YER075C	V
YER076C	YER076C	V
YER076W.A	YER076W.A	NA
YER077C	YER077C	V
YER078C	YER078C	V
YER078W.A	YER078W.A	NA
YER079W	YER079W	V
YER079C.A	YER079C.A	NA
YER080W	YER080W	V
SRG1	SRG1	V
YER081W	YER081W	V
YER082C	YER082C	V
YER083C	YER083C	V
YER084W	YER084W	V
YER084W.A	YER084W.A	NA
YER085C	YER085C	V
YER086W	YER086W	V
YER087W	YER087W	V
YER087C.A	YER087C.A	NA
YER087C.B	YER087C.B	NA
YER088C	YER088C	V
YER088C.A	YER088C.A	NA
YER088W.B	YER088W.B	NA
YER089C	YER089C	V
YER090W	YER090W	V
YER090C.A	YER090C.A	NA
YER091C	YER091C	V
YER091C.A	YER091C.A	NA
YER092W	YER092W	V
YER093C	YER093C	V
YER093C.A	YER093C.A	NA
YER094C	YER094C	V
YER095W	YER095W	V
YER096W	YER096W	V
YER097W	YER097W	V
YER098W	YER098W	V
YER099C	YER099C	V
YER100W	YER100W	V
YER101C	YER101C	V
YER102W	YER102W	V
YER103W	YER103W	V
YER104W	YER104W	V
YER105C	YER105C	V
YER106W	YER106W	V
YER107C	YER107C	V
YER107W.A	YER107W.A	NA
YER109C	YER109C	NA
YER110C	YER110C	V
YER111C	YER111C	V
YER112W	YER112W	V
YER113C	YER113C	V
YER114C	YER114C	V
YER115C	YER115C	V
YER116C	YER116C	V
YER117W	YER117W	V
YER118C	YER118C	V
YER119C	YER119C	V
YER119C.A	YER119C.A	NA
YER120W	YER120W	V
YER121W	YER121W	V
YER122C	YER122C	V
YER123W	YER123W	V
YER124C	YER124C	V
YER125W	YER125W	V
YER126C	YER126C	V
YER127W	YER127W	V
YER128W	YER128W	V
YER129W	YER129W	V
YER130C	YER130C	V
YER131W	YER131W	V
snR4	snR4	V
YER132C	YER132C	V
snR52	snR52	V
YER133W	YER133W	V
YER133W.A	YER133W.A	NA
YER134C	YER134C	V
YER135C	YER135C	V
YER136W	YER136W	V
YER137C	YER137C	V
YER137W.A	YER137W.A	NA
SCR1	SCR1	V
YER138C	YER138C	NA
YER137C.A	YER137C.A	NA
YER138W.A	YER138W.A	NA
YER139C	YER139C	V
YER140W	YER140W	V
YER141W	YER141W	V
YER142C	YER142C	V
YER143W	YER143W	V
YER144C	YER144C	V
YER145C	YER145C	V
YER145C.A	YER145C.A	NA
YER146W	YER146W	V
YER147C	YER147C	V
YER147C.A	YER147C.A	NA
YER148W	YER148W	V
YER148W.A	YER148W.A	NA
YER149C	YER149C	V
YER150W	YER150W	V
YER151C	YER151C	V
YER152C	YER152C	V
YER152W.A	YER152W.A	NA
YER153C	YER153C	V
YER154W	YER154W	V
YER155C	YER155C	V
YER156C	YER156C	V
YER157W	YER157W	V
YER158C	YER158C	V
YER158W.A	YER158W.A	NA
YER159C	YER159C	V
YER160C	YER160C	NA
YER159C.A	YER159C.A	NA
YER161C	YER161C	V
YER162C	YER162C	V
YER163C	YER163C	V
YER164W	YER164W	V
YER165W	YER165W	V
YER165C.A	YER165C.A	NA
YER166W	YER166W	V
YER167W	YER167W	V
YER168C	YER168C	V
YER169W	YER169W	V
YER170W	YER170W	V
YER171W	YER171W	V
YER172C	YER172C	V
YER172C.A	YER172C.A	NA
YER173W	YER173W	V
YER174C	YER174C	V
YER175C	YER175C	V
YER175W.A	YER175W.A	NA
YER176W	YER176W	V
YER177W	YER177W	V
YER178W	YER178W	V
YER179W	YER179W	V
YER180C	YER180C	V
YER180C.A	YER180C.A	NA
YER181C	YER181C	V
YER182W	YER182W	V
YER183C	YER183C	V
YER184C	YER184C	V
YER185W	YER185W	V
YER186C	YER186C	V
YER187W	YER187W	V
YER188W	YER188W	V
YER188C.A	YER188C.A	NA
YER189W	YER189W	V
YER190W	YER190W	V
YER190C.A	YER190C.A	NA
YER190C.B	YER190C.B	NA
YHL050C	YHL050C	VIII
YHL050W.A	YHL050W.A	NA
YHL049C	YHL049C	VIII
YHL048C.A	YHL048C.A	NA
YHL048W	YHL048W	VIII
YHL047C	YHL047C	VIII
YHL046W.A	YHL046W.A	NA
YHL046C	YHL046C	VIII
YHL045W	YHL045W	VIII
YHL044W	YHL044W	VIII
YHL043W	YHL043W	VIII
YHL042W	YHL042W	VIII
YHL041W	YHL041W	VIII
YHL040C	YHL040C	VIII
YHL039W	YHL039W	VIII
YHL038C	YHL038C	VIII
YHL037C	YHL037C	VIII
YHL036W	YHL036W	VIII
YHL035C	YHL035C	VIII
YHL034W.A	YHL034W.A	NA
YHL034C	YHL034C	VIII
YHL033C	YHL033C	VIII
YHL032C	YHL032C	VIII
YHL031C	YHL031C	VIII
YHL030W.A	YHL030W.A	NA
YHL030W	YHL030W	VIII
YHL029C	YHL029C	VIII
YHL028W	YHL028W	VIII
YHL027W	YHL027W	VIII
YHL026C	YHL026C	VIII
YHL025W	YHL025W	VIII
YHL024W	YHL024W	VIII
YHL023C	YHL023C	VIII
YHL022C	YHL022C	VIII
YHL021C	YHL021C	VIII
YHL020C	YHL020C	VIII
YHL019W.A	YHL019W.A	NA
YHL019C	YHL019C	VIII
YHL018W	YHL018W	VIII
YHL017W	YHL017W	VIII
YHL016C	YHL016C	VIII
YHL015W.A	YHL015W.A	NA
YHL015W	YHL015W	VIII
YHL014C	YHL014C	VIII
YHL013C	YHL013C	VIII
YHL012W	YHL012W	VIII
YHL011C	YHL011C	VIII
YHL010C	YHL010C	VIII
YHL009C	YHL009C	VIII
YHL009W.B	YHL009W.B	NA
YHL009W.A	YHL009W.A	NA
YHL008C	YHL008C	VIII
YHL007C	YHL007C	VIII
YHL006W.A	YHL006W.A	NA
YHL006C	YHL006C	VIII
YHL005C	YHL005C	VIII
YHL004W	YHL004W	VIII
YHL003C	YHL003C	VIII
YHL002C.A	YHL002C.A	NA
YHL002W	YHL002W	VIII
YHL001W	YHL001W	VIII
YHR001W	YHR001W	VIII
YHR001W.A	YHR001W.A	NA
YHR002W	YHR002W	VIII
YHR003C	YHR003C	VIII
YHR004C	YHR004C	VIII
YHR005C	YHR005C	VIII
YHR005C.A	YHR005C.A	NA
YHR006W	YHR006W	VIII
YHR007C	YHR007C	VIII
YHR007C.A	YHR007C.A	NA
YHR008C	YHR008C	VIII
YHR009C	YHR009C	VIII
YHR010W	YHR010W	VIII
YHR011W	YHR011W	VIII
YHR012W	YHR012W	VIII
YHR013C	YHR013C	VIII
YHR014W	YHR014W	VIII
YHR015W	YHR015W	VIII
YHR016C	YHR016C	VIII
YHR017W	YHR017W	VIII
YHR018C	YHR018C	VIII
YHR019C	YHR019C	VIII
YHR020W	YHR020W	VIII
YHR021C	YHR021C	VIII
YHR021W.A	YHR021W.A	NA
YHR022C	YHR022C	VIII
YHR022C.A	YHR022C.A	NA
YHR023W	YHR023W	VIII
YHR024C	YHR024C	VIII
YHR025W	YHR025W	VIII
YHR026W	YHR026W	VIII
YHR027C	YHR027C	VIII
YHR028C	YHR028C	VIII
YHR028W.A	YHR028W.A	NA
YHR029C	YHR029C	VIII
YHR030C	YHR030C	VIII
YHR031C	YHR031C	VIII
YHR032W	YHR032W	VIII
YHR032W.A	YHR032W.A	NA
YHR032C.A	YHR032C.A	NA
YHR033W	YHR033W	VIII
YHR034C	YHR034C	VIII
YHR035W	YHR035W	VIII
YHR036W	YHR036W	VIII
YHR037W	YHR037W	VIII
YHR038W	YHR038W	VIII
YHR039C	YHR039C	VIII
YHR039C.A	YHR039C.A	NA
YHR040W	YHR040W	VIII
YHR041C	YHR041C	VIII
YHR042W	YHR042W	VIII
YHR043C	YHR043C	VIII
YHR044C	YHR044C	VIII
YHR045W	YHR045W	VIII
YHR046C	YHR046C	VIII
YHR047C	YHR047C	VIII
YHR048W	YHR048W	VIII
YHR049W	YHR049W	VIII
YHR049C.A	YHR049C.A	NA
YHR050W	YHR050W	VIII
YHR050W.A	YHR050W.A	NA
YHR051W	YHR051W	VIII
YHR052W	YHR052W	VIII
RUF5.1	RUF5.1	NA
YHR052W.A	YHR052W.A	NA
YHR053C	YHR053C	VIII
YHR054C	YHR054C	VIII
RUF5.2	RUF5.2	NA
YHR054W.A	YHR054W.A	NA
YHR055C	YHR055C	VIII
YHR056C	YHR056C	VIII
YHR056W.A	YHR056W.A	NA
YHR057C	YHR057C	VIII
YHR058C	YHR058C	VIII
YHR059W	YHR059W	VIII
YHR060W	YHR060W	VIII
YHR061C	YHR061C	VIII
YHR062C	YHR062C	VIII
YHR063C	YHR063C	VIII
YHR063W.A	YHR063W.A	NA
YHR064C	YHR064C	VIII
YHR065C	YHR065C	VIII
YHR066W	YHR066W	VIII
YHR067W	YHR067W	VIII
YHR068W	YHR068W	VIII
YHR069C	YHR069C	VIII
YHR069C.A	YHR069C.A	NA
YHR070W	YHR070W	VIII
YHR070C.A	YHR070C.A	NA
YHR071W	YHR071W	VIII
YHR071C.A	YHR071C.A	NA
YHR072W	YHR072W	VIII
YHR072W.A	YHR072W.A	NA
YHR073W	YHR073W	VIII
YHR073W.A	YHR073W.A	NA
YHR073C.B	YHR073C.B	NA
YHR074W	YHR074W	VIII
YHR075C	YHR075C	VIII
YHR076W	YHR076W	VIII
YHR077C	YHR077C	VIII
YHR078W	YHR078W	VIII
YHR079C	YHR079C	VIII
YHR079C.A	YHR079C.A	NA
YHR080C	YHR080C	VIII
YHR081W	YHR081W	VIII
YHR082C	YHR082C	VIII
YHR083W	YHR083W	VIII
YHR084W	YHR084W	VIII
YHR085W	YHR085W	VIII
YHR086W	YHR086W	VIII
YHR086W.A	YHR086W.A	NA
YHR087W	YHR087W	VIII
YHR088W	YHR088W	VIII
YHR089C	YHR089C	VIII
YHR090C	YHR090C	VIII
YHR091C	YHR091C	VIII
YHR092C	YHR092C	VIII
YHR093W	YHR093W	VIII
YHR094C	YHR094C	VIII
YHR095W	YHR095W	VIII
YHR096C	YHR096C	VIII
YHR097C	YHR097C	VIII
YHR098C	YHR098C	VIII
YHR099W	YHR099W	VIII
YHR100C	YHR100C	VIII
YHR101C	YHR101C	VIII
YHR102W	YHR102W	VIII
YHR103W	YHR103W	VIII
YHR104W	YHR104W	VIII
YHR105W	YHR105W	VIII
YHR106W	YHR106W	VIII
YHR107C	YHR107C	VIII
YHR108W	YHR108W	VIII
YHR109W	YHR109W	VIII
YHR110W	YHR110W	VIII
YHR111W	YHR111W	VIII
YHR112C	YHR112C	VIII
YHR113W	YHR113W	VIII
YHR114W	YHR114W	VIII
YHR115C	YHR115C	VIII
YHR116W	YHR116W	VIII
YHR117W	YHR117W	VIII
YHR118C	YHR118C	VIII
YHR119W	YHR119W	VIII
YHR120W	YHR120W	VIII
YHR121W	YHR121W	VIII
YHR122W	YHR122W	VIII
YHR123W	YHR123W	VIII
YHR124W	YHR124W	VIII
YHR125W	YHR125W	VIII
YHR126C	YHR126C	VIII
YHR127W	YHR127W	VIII
YHR128W	YHR128W	VIII
YHR129C	YHR129C	VIII
YHR130C	YHR130C	VIII
YHR131C	YHR131C	VIII
YHR131W.A	YHR131W.A	NA
YHR132C	YHR132C	VIII
YHR132W.A	YHR132W.A	NA
YHR133C	YHR133C	VIII
YHR134W	YHR134W	VIII
YHR135C	YHR135C	VIII
YHR136C	YHR136C	VIII
YHR137W	YHR137W	VIII
YHR137C.A	YHR137C.A	NA
YHR138C	YHR138C	VIII
YHR139C	YHR139C	VIII
YHR139C.A	YHR139C.A	NA
YHR140W	YHR140W	VIII
snR32	snR32	VIII
YHR141C	YHR141C	VIII
YHR142W	YHR142W	VIII
YHR143W	YHR143W	VIII
YHR143W.A	YHR143W.A	NA
YHR144C	YHR144C	VIII
YHR145C	YHR145C	VIII
YHR146W	YHR146W	VIII
YHR147C	YHR147C	VIII
YHR148W	YHR148W	VIII
YHR149C	YHR149C	VIII
YHR150W	YHR150W	VIII
YHR151C	YHR151C	VIII
YHR152W	YHR152W	VIII
YHR153C	YHR153C	VIII
YHR154W	YHR154W	VIII
YHR155W	YHR155W	VIII
snR71	snR71	VIII
YHR156C	YHR156C	VIII
YHR157W	YHR157W	VIII
YHR158C	YHR158C	VIII
YHR159W	YHR159W	VIII
YHR160C	YHR160C	VIII
YHR161C	YHR161C	VIII
YHR162W	YHR162W	VIII
YHR163W	YHR163W	VIII
YHR164C	YHR164C	VIII
YHR165C	YHR165C	VIII
YHR165W.A	YHR165W.A	NA
YHR166C	YHR166C	VIII
YHR167W	YHR167W	VIII
YHR168W	YHR168W	VIII
YHR169W	YHR169W	VIII
YHR170W	YHR170W	VIII
YHR171W	YHR171W	VIII
YHR172W	YHR172W	VIII
YHR173C	YHR173C	VIII
YHR174W	YHR174W	VIII
YHR175W	YHR175W	VIII
YHR175W.A	YHR175W.A	NA
YHR176W	YHR176W	VIII
YHR177W	YHR177W	VIII
YHR178W	YHR178W	VIII
YHR179W	YHR179W	VIII
YHR180W	YHR180W	VIII
YHR180W.A	YHR180W.A	NA
YHR180C.B	YHR180C.B	NA
YHR181W	YHR181W	VIII
YHR182W	YHR182W	VIII
YHR182C.A	YHR182C.A	NA
YHR183W	YHR183W	VIII
YHR184W	YHR184W	VIII
YHR185C	YHR185C	VIII
YHR186C	YHR186C	VIII
YHR187W	YHR187W	VIII
YHR188C	YHR188C	VIII
YHR189W	YHR189W	VIII
YHR190W	YHR190W	VIII
YHR191C	YHR191C	VIII
YHR192W	YHR192W	VIII
YHR193C	YHR193C	VIII
YHR193C.A	YHR193C.A	NA
YHR194W	YHR194W	VIII
YHR195W	YHR195W	VIII
YHR196W	YHR196W	VIII
YHR197W	YHR197W	VIII
YHR198C	YHR198C	VIII
YHR199C	YHR199C	VIII
YHR199C.A	YHR199C.A	NA
YHR200W	YHR200W	VIII
YHR201C	YHR201C	VIII
YHR202W	YHR202W	VIII
YHR203C	YHR203C	VIII
YHR204W	YHR204W	VIII
YHR205W	YHR205W	VIII
YHR206W	YHR206W	VIII
YHR207C	YHR207C	VIII
YHR208W	YHR208W	VIII
YHR209W	YHR209W	VIII
YHR210C	YHR210C	VIII
YHR211W	YHR211W	VIII
YHR212C	YHR212C	VIII
YHR212W.A	YHR212W.A	NA
YHR213W	YHR213W	VIII
YHR213W.A	YHR213W.A	NA
YHR213W.B	YHR213W.B	NA
YHR214W	YHR214W	VIII
YHR214W.A	YHR214W.A	NA
YHR214C.B	YHR214C.B	NA
YHR214C.C	YHR214C.C	NA
YHR214C.D	YHR214C.D	NA
YHR214C.E	YHR214C.E	NA
YHR215W	YHR215W	VIII
YHR216W	YHR216W	VIII
YHR217C	YHR217C	VIII
YHR218W	YHR218W	VIII
YHR218W.A	YHR218W.A	NA
YHR219W	YHR219W	VIII
YHR219C.A	YHR219C.A	NA
YIL177C	YIL177C	IX
YIL177W.A	YIL177W.A	NA
YIL176C	YIL176C	IX
YIL175W	YIL175W	IX
YIL174W	YIL174W	IX
YIL173W	YIL173W	IX
YIL172C	YIL172C	IX
YIL171W.A	YIL171W.A	NA
YIL171W	YIL171W	IX
YIL170W	YIL170W	IX
YIL169C	YIL169C	IX
YIL168W	YIL168W	NA
YIL167W	YIL167W	NA
YIL166C	YIL166C	IX
YIL165C	YIL165C	IX
YIL164C	YIL164C	IX
YIL163C	YIL163C	IX
YIL162W	YIL162W	IX
YIL161W	YIL161W	IX
YIL160C	YIL160C	IX
YIL159W	YIL159W	IX
YIL158W	YIL158W	IX
YIL157C	YIL157C	IX
YIL156W.A	YIL156W.A	NA
YIL156W.B	YIL156W.B	NA
YIL156W	YIL156W	IX
YIL155C	YIL155C	IX
YIL154C	YIL154C	IX
YIL153W	YIL153W	IX
YIL152W	YIL152W	IX
YIL151C	YIL151C	IX
YIL150C	YIL150C	IX
YIL149C	YIL149C	IX
YIL148W	YIL148W	IX
YIL147C	YIL147C	IX
YIL146C	YIL146C	IX
YIL145C	YIL145C	IX
YIL144W	YIL144W	IX
YIL143C	YIL143C	IX
YIL142C.A	YIL142C.A	NA
YIL142W	YIL142W	IX
YIL141W	YIL141W	IX
YIL140W	YIL140W	IX
YIL139C	YIL139C	IX
YIL138C	YIL138C	IX
YIL137C	YIL137C	IX
YIL136W	YIL136W	IX
YIL135C	YIL135C	IX
YIL134C.A	YIL134C.A	NA
snR68	snR68	IX
YIL134W	YIL134W	IX
YIL133C	YIL133C	IX
YIL132C	YIL132C	IX
YIL131C	YIL131C	IX
YIL130W	YIL130W	IX
YIL129C	YIL129C	IX
YIL128W	YIL128W	IX
YIL127C	YIL127C	IX
YIL126W	YIL126W	IX
YIL125W	YIL125W	IX
YIL124W	YIL124W	IX
YIL123W	YIL123W	IX
YIL122W	YIL122W	IX
YIL121W	YIL121W	IX
YIL120W	YIL120W	IX
YIL119C	YIL119C	IX
YIL118W	YIL118W	IX
YIL117C	YIL117C	IX
YIL116W	YIL116W	IX
YIL115W.A	YIL115W.A	NA
YIL115C	YIL115C	IX
YIL114C	YIL114C	IX
YIL113W	YIL113W	IX
YIL112W	YIL112W	IX
YIL111W	YIL111W	IX
YIL110W	YIL110W	IX
YIL109C	YIL109C	IX
YIL108W	YIL108W	IX
YIL107C	YIL107C	IX
YIL106W	YIL106W	IX
YIL105C	YIL105C	IX
YIL105W.A	YIL105W.A	NA
YIL104C	YIL104C	IX
YIL103W	YIL103W	IX
YIL102C.A	YIL102C.A	NA
YIL102C	YIL102C	IX
YIL101C	YIL101C	IX
YIL100C.A	YIL100C.A	NA
YIL100W	YIL100W	IX
YIL099W	YIL099W	IX
YIL098C	YIL098C	IX
YIL097W	YIL097W	IX
YIL096C	YIL096C	IX
YIL095W	YIL095W	IX
YIL094C	YIL094C	IX
YIL093C	YIL093C	IX
YIL092W	YIL092W	IX
YIL091C	YIL091C	IX
YIL090W	YIL090W	IX
YIL089W	YIL089W	IX
YIL088C	YIL088C	IX
YIL087C	YIL087C	IX
YIL086C	YIL086C	IX
YIL085C	YIL085C	IX
YIL084C	YIL084C	IX
YIL083C	YIL083C	IX
YIL082W.A	YIL082W.A	NA
YIL082W	YIL082W	IX
YIL080W	YIL080W	NA
YIL079C	YIL079C	IX
YIL078W	YIL078W	IX
YIL077C	YIL077C	IX
YIL076W	YIL076W	IX
YIL075C	YIL075C	IX
YIL074C	YIL074C	IX
YIL073C	YIL073C	IX
YIL072W	YIL072W	IX
YIL071W.A	YIL071W.A	NA
YIL071C	YIL071C	IX
YIL070C	YIL070C	IX
YIL069C	YIL069C	IX
YIL068W.A	YIL068W.A	NA
YIL068C	YIL068C	IX
YIL067C	YIL067C	IX
YIL066W.A	YIL066W.A	NA
YIL066C	YIL066C	IX
YIL065C	YIL065C	IX
YIL064W	YIL064W	IX
YIL063C	YIL063C	IX
YIL062C	YIL062C	IX
YIL061C	YIL061C	IX
YIL060W	YIL060W	IX
YIL059C	YIL059C	IX
YIL058W	YIL058W	IX
YIL057C	YIL057C	IX
YIL056W	YIL056W	IX
YIL055C	YIL055C	IX
YIL054W	YIL054W	IX
YIL053W	YIL053W	IX
YIL052C	YIL052C	IX
YIL051C	YIL051C	IX
YIL050W	YIL050W	IX
YIL049W	YIL049W	IX
YIL048W	YIL048W	IX
YIL047C.A	YIL047C.A	NA
YIL047C	YIL047C	IX
YIL046W.A	YIL046W.A	NA
YIL046W	YIL046W	IX
YIL045W	YIL045W	IX
YIL044C	YIL044C	IX
YIL043C	YIL043C	IX
YIL042C	YIL042C	IX
YIL041W	YIL041W	IX
YIL040W	YIL040W	IX
YIL039W	YIL039W	IX
YIL038C	YIL038C	IX
YIL037C	YIL037C	IX
YIL036W	YIL036W	IX
YIL035C	YIL035C	IX
YIL034C	YIL034C	IX
YIL033C	YIL033C	IX
YIL032C	YIL032C	IX
YIL031W	YIL031W	IX
YIL030W.A	YIL030W.A	NA
YIL030C	YIL030C	IX
YIL029W.A	YIL029W.A	NA
YIL029C	YIL029C	IX
YIL028W	YIL028W	IX
YIL027C	YIL027C	IX
YIL026C	YIL026C	IX
YIL025C	YIL025C	IX
YIL024C	YIL024C	IX
YIL023C	YIL023C	IX
YIL022W	YIL022W	IX
YIL021W	YIL021W	IX
YIL021C.A	YIL021C.A	NA
YIL020C.A	YIL020C.A	NA
YIL020C	YIL020C	IX
YIL019W	YIL019W	IX
YIL018W	YIL018W	IX
YIL017C	YIL017C	IX
YIL016W	YIL016W	IX
YIL015W	YIL015W	IX
YIL014C.A	YIL014C.A	NA
YIL014W	YIL014W	IX
YIL013C	YIL013C	IX
YIL012W	YIL012W	IX
YIL011W	YIL011W	IX
YIL010W	YIL010W	IX
YIL009C.A	YIL009C.A	NA
YIL009W	YIL009W	IX
YIL008W	YIL008W	IX
YIL007C	YIL007C	IX
YIL006W	YIL006W	IX
YIL005W	YIL005W	IX
YIL004C	YIL004C	IX
YIL003W	YIL003W	IX
YIL002W.A	YIL002W.A	NA
YIL002C	YIL002C	IX
YIL001W	YIL001W	IX
YIR001C	YIR001C	IX
YIR002C	YIR002C	IX
YIR003W	YIR003W	IX
YIR004W	YIR004W	IX
YIR005W	YIR005W	IX
YIR006C	YIR006C	IX
YIR007W	YIR007W	IX
YIR008C	YIR008C	IX
YIR009W	YIR009W	IX
YIR010W	YIR010W	IX
YIR011C	YIR011C	IX
YIR012W	YIR012W	IX
YIR013C	YIR013C	IX
YIR014W	YIR014W	IX
YIR015W	YIR015W	IX
YIR016W	YIR016W	IX
YIR017C	YIR017C	IX
YIR017W.A	YIR017W.A	NA
YIR018W	YIR018W	IX
YIR018C.A	YIR018C.A	NA
YIR019C	YIR019C	IX
ICR1	ICR1	IX
YIR020C	YIR020C	IX
YIR020W.A	YIR020W.A	NA
PWR1	PWR1	IX
YIR020C.B	YIR020C.B	NA
YIR021W	YIR021W	IX
YIR021W.A	YIR021W.A	NA
YIR022W	YIR022W	IX
YIR023W	YIR023W	IX
YIR023C.A	YIR023C.A	NA
YIR024C	YIR024C	IX
YIR025W	YIR025W	IX
YIR026C	YIR026C	IX
YIR027C	YIR027C	IX
YIR028W	YIR028W	IX
YIR029W	YIR029W	IX
YIR030C	YIR030C	IX
YIR030W.A	YIR030W.A	NA
YIR031C	YIR031C	IX
YIR032C	YIR032C	IX
YIR033W	YIR033W	IX
YIR034C	YIR034C	IX
YIR035C	YIR035C	IX
YIR036C	YIR036C	IX
YIR036W.A	YIR036W.A	NA
YIR037W	YIR037W	IX
YIR038C	YIR038C	IX
YIR039C	YIR039C	IX
YIR040C	YIR040C	IX
YIR041W	YIR041W	IX
YIR042C	YIR042C	IX
YIR043C	YIR043C	NA
YIR044C	YIR044C	NA
YCL076W	YCL076W	III
YCL075W	YCL075W	III
YCL074W	YCL074W	III
YCL073C	YCL073C	III
YCL069W	YCL069W	III
YCL068C	YCL068C	III
YCL067C	YCL067C	III
YCL066W	YCL066W	III
YCL065W	YCL065W	III
YCL064C	YCL064C	III
YCL063W	YCL063W	III
YCL061C	YCL061C	III
YCL059C	YCL059C	III
YCL058C	YCL058C	III
YCL058W.A	YCL058W.A	NA
YCL057C.A	YCL057C.A	NA
YCL057W	YCL057W	III
YCL056C	YCL056C	III
YCL055W	YCL055W	III
YCL054W	YCL054W	III
YCL052C	YCL052C	III
YCL051W	YCL051W	III
YCL050C	YCL050C	III
YCL049C	YCL049C	III
YCL048W.A	YCL048W.A	NA
YCL048W	YCL048W	III
YCL047C	YCL047C	III
YCL045C	YCL045C	III
YCL046W	YCL046W	III
YCL044C	YCL044C	III
YCL043C	YCL043C	III
YCL041C	YCL041C	III
YCL042W	YCL042W	III
YCL040W	YCL040W	III
YCL039W	YCL039W	III
YCL038C	YCL038C	III
YCL037C	YCL037C	III
YCL036W	YCL036W	III
YCL035C	YCL035C	III
YCL034W	YCL034W	III
YCL033C	YCL033C	III
YCL032W	YCL032W	III
YCL031C	YCL031C	III
YCL030C	YCL030C	III
YCL029C	YCL029C	III
YCL028W	YCL028W	III
YCL027W	YCL027W	III
YCL026C.B	YCL026C.B	NA
YCL026C.A	YCL026C.A	NA
YCL025C	YCL025C	III
YCL023C	YCL023C	III
YCL024W	YCL024W	III
YCL022C	YCL022C	III
YCL021W.A	YCL021W.A	NA
YCL019W	YCL019W	NA
YCL020W	YCL020W	NA
YCL018W	YCL018W	III
YCL017C	YCL017C	III
YCL016C	YCL016C	III
YCL014W	YCL014W	III
YCL012C	YCL012C	III
YCL011C	YCL011C	III
YCL010C	YCL010C	III
YCL009C	YCL009C	III
YCL008C	YCL008C	III
YCL007C	YCL007C	III
YCL005W.A	YCL005W.A	NA
snR43	snR43	III
YCL005W	YCL005W	III
