hgnc_symbol	ensembl_gene_id	chromosome_name	origsymbol
PLXNB2	PLXNB2	ENSG00000196576	22	PLXNB2
PLXNC1	PLXNC1	ENSG00000136040	12	PLXNC1
PLXND1	PLXND1	ENSG00000004399	3	PLXND1
PM20D1	PM20D1	ENSG00000162877	1	PM20D1
PM20D2	PM20D2	ENSG00000146281	6	PM20D2
PMAIP1	PMAIP1	ENSG00000141682	18	PMAIP1
PMCH	PMCH	ENSG00000183395	12	PMCH
PMEL	PMEL	ENSG00000185664	12	PMEL
PMEPA1	PMEPA1	ENSG00000124225	20	PMEPA1
PMF1	PMF1	ENSG00000160783	1	PMF1
PMF1-BGLAP	PMF1-BGLAP	ENSG00000260238	1	PMF1-BGLAP
PMFBP1	PMFBP1	ENSG00000118557	16	PMFBP1
PML	PML	ENSG00000140464	15	PML
PMM1	PMM1	ENSG00000100417	22	PMM1
PMM2	PMM2	ENSG00000140650	16	PMM2
PMM2P1	PMM2P1	ENSG00000265038	18	PMM2P1
PMP22	PMP22	ENSG00000109099	17	PMP22
PMPCA	PMPCA	ENSG00000165688	9	PMPCA
PMPCB	PMPCB	ENSG00000105819	7	PMPCB
PMS1	PMS1	ENSG00000064933	2	PMS1
PMS2	PMS2	ENSG00000122512	7	PMS2
PMS2CL	PMS2CL	ENSG00000187953	7	PMS2CL
PMS2L2	NA	NA	NA	PMS2L2
PMS2P1	PMS2P1	ENSG00000078319	7	PMS2P1
PMS2P10	PMS2P10	ENSG00000276840	7	PMS2P10
PMS2P3	PMS2P3	ENSG00000127957	7	PMS2P3
PMS2P4	PMS2P4	ENSG00000067601	7	PMS2P4
PMS2P5	PMS2P5	ENSG00000123965	7	PMS2P5
PMVK	PMVK	ENSG00000163344	1	PMVK
PNCK	PNCK	ENSG00000130822	X	PNCK
PNISR	PNISR	ENSG00000132424	6	PNISR
PNKD	PNKD	ENSG00000127838	2	PNKD
PNKDP1	PNKDP1	ENSG00000228089	X	PNKDP1
PNKP	PNKP	ENSG00000039650	19	PNKP
PNLDC1	PNLDC1	ENSG00000146453	6	PNLDC1
PNLIPRP1	PNLIPRP1	ENSG00000187021	10	PNLIPRP1
PNMA1	PNMA1	ENSG00000176903	14	PNMA1
PNMA2	PNMA2	ENSG00000240694	8	PNMA2
PNMA3	PNMA3	ENSG00000183837	X	PNMA3
PNMA5	PNMA5	ENSG00000198883	X	PNMA5
PNMA6A	PNMA6A	ENSG00000235961	X	PNMA6A
PNMA6D	NA	NA	NA	PNMA6D
PNMAL1	NA	NA	NA	PNMAL1
PNMAL2	NA	NA	NA	PNMAL2
PNMT	PNMT	ENSG00000141744	17	PNMT
PNN	PNN	ENSG00000100941	14	PNN
PNO1	PNO1	ENSG00000115946	2	PNO1
PNP	PNP	ENSG00000198805	14	PNP
PNPLA1	PNPLA1	ENSG00000180316	6	PNPLA1
PNPLA2	PNPLA2	ENSG00000177666	11	PNPLA2
PNPLA3	PNPLA3	ENSG00000100344	22	PNPLA3
PNPLA5	PNPLA5	ENSG00000100341	22	PNPLA5
PNPLA6	PNPLA6	ENSG00000032444	19	PNPLA6
PNPLA7	PNPLA7	ENSG00000130653	9	PNPLA7
PNPLA8	PNPLA8	ENSG00000135241	7	PNPLA8
PNPO	PNPO	ENSG00000108439	17	PNPO
PNPT1	PNPT1	ENSG00000138035	2	PNPT1
PNPT1P1	PNPT1P1	ENSG00000229241	3	PNPT1P1
PNRC1	PNRC1	ENSG00000146278	6	PNRC1
PNRC2	PNRC2	ENSG00000189266	1	PNRC2
POC1A	POC1A	ENSG00000164087	3	POC1A
POC1B	POC1B	ENSG00000139323	12	POC1B
POC1B-GALNT4	POC1B-GALNT4	ENSG00000259075	12	POC1B-GALNT4
POC5	POC5	ENSG00000152359	5	POC5
PODN	PODN	ENSG00000174348	1	PODN
PODNL1	PODNL1	ENSG00000132000	19	PODNL1
PODXL	PODXL	ENSG00000128567	7	PODXL
PODXL2	PODXL2	ENSG00000114631	3	PODXL2
POF1B	POF1B	ENSG00000124429	X	POF1B
POFUT1	POFUT1	ENSG00000101346	20	POFUT1
POFUT2	POFUT2	ENSG00000186866	21	POFUT2
POGK	POGK	ENSG00000143157	1	POGK
POGLUT1	POGLUT1	ENSG00000163389	3	POGLUT1
POGZ	POGZ	ENSG00000143442	1	POGZ
POLA1	POLA1	ENSG00000101868	X	POLA1
POLA2	POLA2	ENSG00000014138	11	POLA2
POLB	POLB	ENSG00000070501	8	POLB
POLD1	POLD1	ENSG00000062822	19	POLD1
POLD2	POLD2	ENSG00000106628	7	POLD2
POLD2P1	POLD2P1	ENSG00000213730	5	POLD2P1
POLD3	POLD3	ENSG00000077514	11	POLD3
POLD4	POLD4	ENSG00000175482	11	POLD4
POLDIP2	POLDIP2	ENSG00000004142	17	POLDIP2
POLDIP3	POLDIP3	ENSG00000100227	22	POLDIP3
POLE	POLE	ENSG00000177084	12	POLE
POLE2	POLE2	ENSG00000100479	14	POLE2
POLE3	POLE3	ENSG00000148229	9	POLE3
POLE4	POLE4	ENSG00000115350	2	POLE4
POLG	POLG	ENSG00000140521	15	POLG
POLG2	POLG2	ENSG00000256525	17	POLG2
POLH	POLH	ENSG00000170734	6	POLH
POLI	POLI	ENSG00000101751	18	POLI
POLK	POLK	ENSG00000122008	5	POLK
POLL	POLL	ENSG00000166169	10	POLL
POLM	POLM	ENSG00000122678	7	POLM
POLN	POLN	ENSG00000130997	4	POLN
POLQ	POLQ	ENSG00000051341	3	POLQ
POLR1A	POLR1A	ENSG00000068654	2	POLR1A
POLR1B	POLR1B	ENSG00000125630	2	POLR1B
POLR1C	POLR1C	ENSG00000171453	6	POLR1C
POLR1D	POLR1D	ENSG00000186184	13	POLR1D
POLR1E	POLR1E	ENSG00000137054	9	POLR1E
POLR2A	POLR2A	ENSG00000181222	17	POLR2A
POLR2B	POLR2B	ENSG00000047315	4	POLR2B
POLR2C	POLR2C	ENSG00000102978	16	POLR2C
POLR2D	POLR2D	ENSG00000144231	2	POLR2D
POLR2E	POLR2E	ENSG00000099817	19	POLR2E
POLR2F	POLR2F	ENSG00000100142	22	POLR2F
POLR2G	POLR2G	ENSG00000168002	11	POLR2G
POLR2H	POLR2H	ENSG00000163882	3	POLR2H
POLR2I	POLR2I	ENSG00000105258	19	POLR2I
POLR2J	POLR2J	ENSG00000005075	7	POLR2J
POLR2J2	POLR2J2	ENSG00000228049	7	POLR2J2
POLR2J3	POLR2J3	ENSG00000285437	7	POLR2J3
POLR2J4	POLR2J4	ENSG00000272655	7	POLR2J4
POLR2K	POLR2K	ENSG00000147669	8	POLR2K
POLR2KP1	POLR2KP1	ENSG00000258284	12	POLR2KP1
POLR2KP2	POLR2KP2	ENSG00000224510	13	POLR2KP2
POLR2L	POLR2L	ENSG00000177700	11	POLR2L
POLR2M	POLR2M	ENSG00000255529	15	POLR2M
POLR3A	POLR3A	ENSG00000148606	10	POLR3A
POLR3B	POLR3B	ENSG00000013503	12	POLR3B
POLR3C	POLR3C	ENSG00000186141	1	POLR3C
POLR3D	POLR3D	ENSG00000168495	8	POLR3D
POLR3DP1	POLR3DP1	ENSG00000214626	10	POLR3DP1
POLR3E	POLR3E	ENSG00000284282	CHR_HG926_PATCH	POLR3E
POLR3F	POLR3F	ENSG00000132664	20	POLR3F
POLR3G	POLR3G	ENSG00000113356	5	POLR3G
POLR3GL	POLR3GL	ENSG00000121851	1	POLR3GL
POLR3GP1	POLR3GP1	ENSG00000281924	CHR_HSCHR14_1_CTG1	POLR3GP1
POLR3GP2	POLR3GP2	ENSG00000266984	18	POLR3GP2
POLR3H	POLR3H	ENSG00000100413	22	POLR3H
POLR3K	POLR3K	ENSG00000161980	16	POLR3K
POLR3KP1	POLR3KP1	ENSG00000232647	13	POLR3KP1
POLR3KP2	POLR3KP2	ENSG00000265469	17	POLR3KP2
POLRMT	POLRMT	ENSG00000099821	19	POLRMT
POLRMTP1	POLRMTP1	ENSG00000266066	17	POLRMTP1
POM121	POM121	ENSG00000196313	7	POM121
POM121B	POM121B	ENSG00000205578	7	POM121B
POM121C	POM121C	ENSG00000272391	7	POM121C
POM121L2	POM121L2	ENSG00000158553	6	POM121L2
POM121L4P	POM121L4P	ENSG00000217261	22	POM121L4P
POM121L9P	POM121L9P	ENSG00000128262	22	POM121L9P
POMC	POMC	ENSG00000115138	2	POMC
POMGNT1	POMGNT1	ENSG00000085998	1	POMGNT1
POMGNT2	POMGNT2	ENSG00000144647	3	POMGNT2
POMK	POMK	ENSG00000185900	8	POMK
POMP	POMP	ENSG00000132963	13	POMP
POMT1	POMT1	ENSG00000130714	9	POMT1
POMT2	POMT2	ENSG00000009830	14	POMT2
POMZP3	POMZP3	ENSG00000276464	CHR_HSCHR7_2_CTG4_4	POMZP3
PON2	PON2	ENSG00000105854	7	PON2
PON3	PON3	ENSG00000105852	7	PON3
POP1	POP1	ENSG00000104356	8	POP1
POP4	POP4	ENSG00000105171	19	POP4
POP5	POP5	ENSG00000167272	12	POP5
POP7	POP7	ENSG00000172336	7	POP7
POPDC2	POPDC2	ENSG00000121577	3	POPDC2
POR	POR	ENSG00000127948	7	POR
PORCN	PORCN	ENSG00000102312	X	PORCN
POSTN	POSTN	ENSG00000133110	13	POSTN
POT1	POT1	ENSG00000128513	7	POT1
POT1-AS1	POT1-AS1	ENSG00000224897	7	POT1-AS1
POTEA	POTEA	ENSG00000188877	8	POTEA
POTEE	POTEE	ENSG00000188219	2	POTEE
POTEF	POTEF	ENSG00000196604	2	POTEF
POTEKP	POTEKP	ENSG00000204434	2	POTEKP
POTENP	NA	NA	NA	POTENP
POU2AF1	POU2AF1	ENSG00000110777	11	POU2AF1
POU2F1	POU2F1	ENSG00000143190	1	POU2F1
POU2F2	POU2F2	ENSG00000028277	19	POU2F2
POU2F3	POU2F3	ENSG00000137709	11	POU2F3
POU3F1	POU3F1	ENSG00000185668	1	POU3F1
POU3F2	POU3F2	ENSG00000184486	6	POU3F2
POU3F3	POU3F3	ENSG00000198914	2	POU3F3
POU4F1	POU4F1	ENSG00000152192	13	POU4F1
POU4F2	POU4F2	ENSG00000151615	4	POU4F2
POU5F1	POU5F1	ENSG00000237582	CHR_HSCHR6_MHC_SSTO_CTG1	POU5F1
POU5F1P3	POU5F1P3	ENSG00000235602	12	POU5F1P3
POU5F1P4	POU5F1P4	ENSG00000237872	1	POU5F1P4
POU5F1P5	POU5F1P5	ENSG00000236375	10	POU5F1P5
POU5F1P6	POU5F1P6	ENSG00000242551	3	POU5F1P6
POU5F2	POU5F2	ENSG00000248483	5	POU5F2
POU6F1	NA	NA	NA	POU6F1
POU6F2	POU6F2	ENSG00000106536	7	POU6F2
POU6F2-AS2	POU6F2-AS2	ENSG00000233854	7	POU6F2-AS2
PP14571	NA	NA	NA	PP14571
PP2D1	PP2D1	ENSG00000183977	3	PP2D1
PP7080	NA	NA	NA	PP7080
PPA1	PPA1	ENSG00000180817	10	PPA1
PPA2	PPA2	ENSG00000138777	4	PPA2
PPAN	PPAN	ENSG00000130810	19	PPAN
PPAP2A	NA	NA	NA	PPAP2A
PPAP2B	NA	NA	NA	PPAP2B
PPAP2C	NA	NA	NA	PPAP2C
PPAPDC1B	NA	NA	NA	PPAPDC1B
PPAPDC2	NA	NA	NA	PPAPDC2
PPARA	PPARA	ENSG00000186951	22	PPARA
PPARD	PPARD	ENSG00000112033	6	PPARD
PPARG	PPARG	ENSG00000132170	3	PPARG
PPARGC1A	PPARGC1A	ENSG00000109819	4	PPARGC1A
PPARGC1B	PPARGC1B	ENSG00000155846	5	PPARGC1B
PPAT	PPAT	ENSG00000128059	4	PPAT
PPATP1	PPATP1	ENSG00000241293	3	PPATP1
PPATP2	PPATP2	ENSG00000271433	X	PPATP2
PPBP	PPBP	ENSG00000163736	4	PPBP
PPBPP2	PPBPP2	ENSG00000248848	4	PPBPP2
PPCDC	PPCDC	ENSG00000138621	15	PPCDC
PPCS	PPCS	ENSG00000127125	1	PPCS
PPDPF	PPDPF	ENSG00000125534	20	PPDPF
PPEF1	PPEF1	ENSG00000086717	X	PPEF1
PPEF2	PPEF2	ENSG00000156194	4	PPEF2
PPFIA1	PPFIA1	ENSG00000131626	11	PPFIA1
PPFIA2	PPFIA2	ENSG00000139220	12	PPFIA2
PPFIA3	PPFIA3	ENSG00000177380	19	PPFIA3
PPFIA4	PPFIA4	ENSG00000143847	1	PPFIA4
PPFIBP1	PPFIBP1	ENSG00000110841	12	PPFIBP1
PPFIBP2	PPFIBP2	ENSG00000166387	11	PPFIBP2
PPHLN1	PPHLN1	ENSG00000134283	12	PPHLN1
PPIA	PPIA	ENSG00000196262	7	PPIA
PPIAL4B	NA	NA	NA	PPIAL4B
PPIAL4G	PPIAL4G	ENSG00000236334	1	PPIAL4G
PPIAP1	PPIAP1	ENSG00000215351	21	PPIAP1
PPIAP10	PPIAP10	ENSG00000224530	20	PPIAP10
PPIAP11	PPIAP11	ENSG00000251495	5	PPIAP11
PPIAP13	PPIAP13	ENSG00000237882	10	PPIAP13
PPIAP14	PPIAP14	ENSG00000264775	18	PPIAP14
PPIAP15	PPIAP15	ENSG00000244196	3	PPIAP15
PPIAP16	PPIAP16	ENSG00000213509	3	PPIAP16
PPIAP19	PPIAP19	ENSG00000228169	10	PPIAP19
PPIAP2	PPIAP2	ENSG00000227379	20	PPIAP2
PPIAP20	PPIAP20	ENSG00000235686	19	PPIAP20
PPIAP21	PPIAP21	ENSG00000226038	20	PPIAP21
PPIAP22	PPIAP22	ENSG00000198618	21	PPIAP22
PPIAP23	PPIAP23	ENSG00000214178	13	PPIAP23
PPIAP24	PPIAP24	ENSG00000174408	13	PPIAP24
PPIAP25	PPIAP25	ENSG00000229303	13	PPIAP25
PPIAP26	PPIAP26	ENSG00000150276	13	PPIAP26
PPIAP27	PPIAP27	ENSG00000234363	13	PPIAP27
PPIAP28	PPIAP28	ENSG00000226633	13	PPIAP28
PPIAP29	PPIAP29	ENSG00000214975	6	PPIAP29
PPIAP3	PPIAP3	ENSG00000235044	20	PPIAP3
PPIAP30	PPIAP30	ENSG00000206448	10	PPIAP30
PPIAP31	PPIAP31	ENSG00000217094	10	PPIAP31
PPIAP32	PPIAP32	ENSG00000233319	10	PPIAP32
PPIAP33	PPIAP33	ENSG00000178654	9	PPIAP33
PPIAP6	PPIAP6	ENSG00000258477	14	PPIAP6
PPIAP7	PPIAP7	ENSG00000173810	1	PPIAP7
PPIAP9	PPIAP9	ENSG00000236415	CHR_HSCHR6_MHC_SSTO_CTG1	PPIAP9
PPIB	PPIB	ENSG00000166794	15	PPIB
PPIC	PPIC	ENSG00000168938	5	PPIC
PPID	PPID	ENSG00000171497	4	PPID
PPIE	PPIE	ENSG00000084072	1	PPIE
PPIEL	PPIEL	ENSG00000243970	1	PPIEL
PPIF	PPIF	ENSG00000108179	10	PPIF
PPIG	PPIG	ENSG00000138398	2	PPIG
PPIH	PPIH	ENSG00000171960	1	PPIH
PPIHP1	PPIHP1	ENSG00000230911	11	PPIHP1
PPIL1	PPIL1	ENSG00000137168	6	PPIL1
PPIL1P1	PPIL1P1	ENSG00000237951	2	PPIL1P1
PPIL2	PPIL2	ENSG00000100023	22	PPIL2
PPIL3	PPIL3	ENSG00000240344	2	PPIL3
PPIL4	PPIL4	ENSG00000131013	6	PPIL4
PPIL6	PPIL6	ENSG00000185250	6	PPIL6
PPIP5K1	PPIP5K1	ENSG00000168781	15	PPIP5K1
PPIP5K2	PPIP5K2	ENSG00000145725	5	PPIP5K2
PPM1A	PPM1A	ENSG00000100614	14	PPM1A
PPM1AP1	PPM1AP1	ENSG00000250483	8	PPM1AP1
PPM1B	PPM1B	ENSG00000138032	2	PPM1B
PPM1D	PPM1D	ENSG00000170836	17	PPM1D
PPM1E	PPM1E	ENSG00000175175	17	PPM1E
PPM1F	PPM1F	ENSG00000100034	22	PPM1F
PPM1G	PPM1G	ENSG00000115241	2	PPM1G
PPM1H	PPM1H	ENSG00000111110	12	PPM1H
PPM1J	PPM1J	ENSG00000155367	1	PPM1J
PPM1K	PPM1K	ENSG00000163644	4	PPM1K
PPM1L	PPM1L	ENSG00000163590	3	PPM1L
PPM1M	PPM1M	ENSG00000164088	3	PPM1M
PPM1N	PPM1N	ENSG00000213889	19	PPM1N
PPME1	PPME1	ENSG00000214517	11	PPME1
PPOX	PPOX	ENSG00000143224	1	PPOX
PPP1CA	PPP1CA	ENSG00000172531	11	PPP1CA
PPP1CB	PPP1CB	ENSG00000213639	2	PPP1CB
PPP1CC	PPP1CC	ENSG00000186298	12	PPP1CC
PPP1R10	PPP1R10	ENSG00000238104	CHR_HSCHR6_MHC_SSTO_CTG1	PPP1R10
PPP1R11	PPP1R11	ENSG00000237829	CHR_HSCHR6_MHC_SSTO_CTG1	PPP1R11
PPP1R11P1	PPP1R11P1	ENSG00000236216	1	PPP1R11P1
PPP1R11P2	PPP1R11P2	ENSG00000231765	X	PPP1R11P2
PPP1R12A	PPP1R12A	ENSG00000058272	12	PPP1R12A
PPP1R12B	PPP1R12B	ENSG00000077157	1	PPP1R12B
PPP1R12BP1	PPP1R12BP1	ENSG00000229238	Y	PPP1R12BP1
PPP1R12C	PPP1R12C	ENSG00000125503	19	PPP1R12C
PPP1R13B	PPP1R13B	ENSG00000088808	14	PPP1R13B
PPP1R13L	PPP1R13L	ENSG00000104881	19	PPP1R13L
PPP1R14B	PPP1R14B	ENSG00000173457	11	PPP1R14B
PPP1R14BP2	PPP1R14BP2	ENSG00000213082	2	PPP1R14BP2
PPP1R14BP3	PPP1R14BP3	ENSG00000179967	4	PPP1R14BP3
PPP1R14BP5	PPP1R14BP5	ENSG00000213133	6	PPP1R14BP5
PPP1R14C	PPP1R14C	ENSG00000198729	6	PPP1R14C
PPP1R14D	PPP1R14D	ENSG00000166143	15	PPP1R14D
PPP1R15A	PPP1R15A	ENSG00000087074	19	PPP1R15A
PPP1R15B	PPP1R15B	ENSG00000158615	1	PPP1R15B
PPP1R16A	PPP1R16A	ENSG00000160972	8	PPP1R16A
PPP1R16B	PPP1R16B	ENSG00000101445	20	PPP1R16B
PPP1R18	PPP1R18	ENSG00000236428	CHR_HSCHR6_MHC_SSTO_CTG1	PPP1R18
PPP1R1A	PPP1R1A	ENSG00000135447	12	PPP1R1A
PPP1R1B	PPP1R1B	ENSG00000131771	17	PPP1R1B
PPP1R1C	PPP1R1C	ENSG00000150722	2	PPP1R1C
PPP1R2	PPP1R2	ENSG00000184203	3	PPP1R2
PPP1R21	PPP1R21	ENSG00000162869	2	PPP1R21
PPP1R26-AS1	PPP1R26-AS1	ENSG00000225361	9	PPP1R26-AS1
PPP1R27	PPP1R27	ENSG00000182676	17	PPP1R27
PPP1R2P1	PPP1R2P1	ENSG00000236488	CHR_HSCHR6_MHC_SSTO_CTG1	PPP1R2P1
PPP1R2P10	PPP1R2P10	ENSG00000213232	13	PPP1R2P10
PPP1R2P2	PPP1R2P2	ENSG00000234008	21	PPP1R2P2
PPP1R2P3	NA	NA	NA	PPP1R2P3
PPP1R2P5	PPP1R2P5	ENSG00000229360	2	PPP1R2P5
PPP1R32	PPP1R32	ENSG00000162148	11	PPP1R32
PPP1R35	PPP1R35	ENSG00000160813	7	PPP1R35
PPP1R36	PPP1R36	ENSG00000165807	14	PPP1R36
PPP1R37	PPP1R37	ENSG00000104866	19	PPP1R37
PPP1R3B	PPP1R3B	ENSG00000285343	CHR_HG76_PATCH	PPP1R3B
PPP1R3C	PPP1R3C	ENSG00000119938	10	PPP1R3C
PPP1R3D	PPP1R3D	ENSG00000132825	20	PPP1R3D
PPP1R3E	PPP1R3E	ENSG00000235194	14	PPP1R3E
PPP1R3F	PPP1R3F	ENSG00000049769	X	PPP1R3F
PPP1R3G	PPP1R3G	ENSG00000219607	6	PPP1R3G
PPP1R42	PPP1R42	ENSG00000178125	8	PPP1R42
PPP1R7	PPP1R7	ENSG00000115685	2	PPP1R7
PPP1R8	PPP1R8	ENSG00000117751	1	PPP1R8
PPP1R8P1	PPP1R8P1	ENSG00000224986	1	PPP1R8P1
PPP1R9A	PPP1R9A	ENSG00000158528	7	PPP1R9A
PPP1R9B	PPP1R9B	ENSG00000108819	17	PPP1R9B
PPP2CA	PPP2CA	ENSG00000113575	5	PPP2CA
PPP2CB	PPP2CB	ENSG00000104695	8	PPP2CB
PPP2R1A	PPP2R1A	ENSG00000105568	19	PPP2R1A
PPP2R1B	PPP2R1B	ENSG00000137713	11	PPP2R1B
PPP2R2A	PPP2R2A	ENSG00000221914	8	PPP2R2A
PPP2R2B	PPP2R2B	ENSG00000156475	5	PPP2R2B
PPP2R2C	PPP2R2C	ENSG00000074211	4	PPP2R2C
PPP2R2D	PPP2R2D	ENSG00000175470	10	PPP2R2D
PPP2R2DP1	PPP2R2DP1	ENSG00000231668	3	PPP2R2DP1
PPP2R3A	PPP2R3A	ENSG00000073711	3	PPP2R3A
PPP2R3B	PPP2R3B	ENSG00000276438	X	PPP2R3B
PPP2R3C	PPP2R3C	ENSG00000092020	14	PPP2R3C
PPP2R4	NA	NA	NA	PPP2R4
PPP2R5A	PPP2R5A	ENSG00000066027	1	PPP2R5A
PPP2R5B	PPP2R5B	ENSG00000068971	11	PPP2R5B
PPP2R5C	PPP2R5C	ENSG00000078304	14	PPP2R5C
PPP2R5D	PPP2R5D	ENSG00000112640	6	PPP2R5D
PPP2R5E	PPP2R5E	ENSG00000154001	14	PPP2R5E
PPP3CA	PPP3CA	ENSG00000138814	4	PPP3CA
PPP3CB	PPP3CB	ENSG00000107758	10	PPP3CB
PPP3CB-AS1	PPP3CB-AS1	ENSG00000221817	10	PPP3CB-AS1
PPP3CC	PPP3CC	ENSG00000120910	8	PPP3CC
PPP3R1	PPP3R1	ENSG00000221823	2	PPP3R1
PPP4C	PPP4C	ENSG00000149923	16	PPP4C
PPP4R1	PPP4R1	ENSG00000154845	18	PPP4R1
PPP4R1-AS1	PPP4R1-AS1	ENSG00000263627	18	PPP4R1-AS1
PPP4R1L	PPP4R1L	ENSG00000124224	20	PPP4R1L
PPP4R2	PPP4R2	ENSG00000163605	3	PPP4R2
PPP4R4	PPP4R4	ENSG00000278326	CHR_HSCHR14_7_CTG1	PPP4R4
PPP5C	PPP5C	ENSG00000011485	19	PPP5C
PPP5D1	PPP5D1	ENSG00000230510	19	PPP5D1
PPP6C	PPP6C	ENSG00000119414	9	PPP6C
PPP6R1	PPP6R1	ENSG00000105063	19	PPP6R1
PPP6R2	PPP6R2	ENSG00000100239	22	PPP6R2
PPP6R3	PPP6R3	ENSG00000110075	11	PPP6R3
PPRC1	PPRC1	ENSG00000148840	10	PPRC1
PPT1	PPT1	ENSG00000131238	1	PPT1
PPT2	PPT2	ENSG00000236649	CHR_HSCHR6_MHC_SSTO_CTG1	PPT2
PPT2-EGFL8	PPT2-EGFL8	ENSG00000258388	6	PPT2-EGFL8
PPTC7	PPTC7	ENSG00000196850	12	PPTC7
PPWD1	PPWD1	ENSG00000113593	5	PPWD1
PPY	PPY	ENSG00000108849	17	PPY
PQBP1	PQBP1	ENSG00000102103	X	PQBP1
PQLC1	PQLC1	ENSG00000122490	18	PQLC1
PQLC2	PQLC2	ENSG00000040487	1	PQLC2
PQLC3	PQLC3	ENSG00000162976	2	PQLC3
PRADC1	PRADC1	ENSG00000135617	2	PRADC1
PRADC1P1	PRADC1P1	ENSG00000236165	3	PRADC1P1
PRAF2	PRAF2	ENSG00000243279	X	PRAF2
PRAM1	PRAM1	ENSG00000133246	19	PRAM1
PRAME	PRAME	ENSG00000275013	CHR_HSCHR22_1_CTG3	PRAME
PRAMEF17	PRAMEF17	ENSG00000204479	1	PRAMEF17
PRAMEF9	PRAMEF9	ENSG00000283139	CHR_HSCHR1_5_CTG3	PRAMEF9
PRAMENP	PRAMENP	ENSG00000197549	22	PRAMENP
PRB1	PRB1	ENSG00000282673	CHR_HSCHR12_5_CTG2	PRB1
PRB4	PRB4	ENSG00000274839	CHR_HSCHR12_3_CTG2	PRB4
PRC1	PRC1	ENSG00000198901	15	PRC1
PRC1-AS1	PRC1-AS1	ENSG00000258725	15	PRC1-AS1
PRCC	PRCC	ENSG00000143294	1	PRCC
PRCD	PRCD	ENSG00000214140	17	PRCD
PRCP	PRCP	ENSG00000137509	11	PRCP
PRDM1	PRDM1	ENSG00000057657	6	PRDM1
PRDM10	PRDM10	ENSG00000170325	11	PRDM10
PRDM11	PRDM11	ENSG00000019485	11	PRDM11
PRDM12	PRDM12	ENSG00000130711	9	PRDM12
PRDM13	PRDM13	ENSG00000112238	6	PRDM13
PRDM15	PRDM15	ENSG00000141956	21	PRDM15
PRDM16	PRDM16	ENSG00000142611	1	PRDM16
PRDM2	PRDM2	ENSG00000116731	1	PRDM2
PRDM4	PRDM4	ENSG00000110851	12	PRDM4
PRDM5	PRDM5	ENSG00000138738	4	PRDM5
PRDM6	PRDM6	ENSG00000061455	5	PRDM6
PRDM7	PRDM7	ENSG00000126856	16	PRDM7
PRDM8	PRDM8	ENSG00000152784	4	PRDM8
PRDX1	PRDX1	ENSG00000117450	1	PRDX1
PRDX2	PRDX2	ENSG00000167815	19	PRDX2
PRDX2P1	PRDX2P1	ENSG00000215049	13	PRDX2P1
PRDX2P2	PRDX2P2	ENSG00000213724	10	PRDX2P2
PRDX2P3	PRDX2P3	ENSG00000284556	CHR_HG30_PATCH	PRDX2P3
PRDX2P4	PRDX2P4	ENSG00000213177	6	PRDX2P4
PRDX3	PRDX3	ENSG00000165672	10	PRDX3
PRDX3P1	PRDX3P1	ENSG00000229598	22	PRDX3P1
PRDX3P2	PRDX3P2	ENSG00000231468	1	PRDX3P2
PRDX3P4	PRDX3P4	ENSG00000239926	3	PRDX3P4
PRDX4	PRDX4	ENSG00000123131	X	PRDX4
PRDX5	PRDX5	ENSG00000126432	11	PRDX5
PRDX6	PRDX6	ENSG00000117592	1	PRDX6
PREB	PREB	ENSG00000138073	2	PREB
PRELID1	PRELID1	ENSG00000169230	5	PRELID1
PRELID1P1	PRELID1P1	ENSG00000217325	6	PRELID1P1
PRELID1P2	PRELID1P2	ENSG00000217408	6	PRELID1P2
PRELID1P3	PRELID1P3	ENSG00000235816	10	PRELID1P3
PRELID1P4	PRELID1P4	ENSG00000259592	15	PRELID1P4
PRELID2	PRELID2	ENSG00000186314	5	PRELID2
PRELID2P1	PRELID2P1	ENSG00000257336	12	PRELID2P1
PRELP	PRELP	ENSG00000188783	1	PRELP
PREP	PREP	ENSG00000085377	6	PREP
PREPL	PREPL	ENSG00000138078	2	PREPL
PREX1	PREX1	ENSG00000124126	20	PREX1
PREX2	PREX2	ENSG00000046889	8	PREX2
PRF1	PRF1	ENSG00000180644	10	PRF1
PRG2	PRG2	ENSG00000186652	11	PRG2
PRG3	PRG3	ENSG00000156575	11	PRG3
PRG4	PRG4	ENSG00000116690	1	PRG4
PRH1	PRH1	ENSG00000277823	CHR_HSCHR12_3_CTG2	PRH1
PRH2	PRH2	ENSG00000275679	CHR_HSCHR12_3_CTG2	PRH2
PRICKLE1	PRICKLE1	ENSG00000139174	12	PRICKLE1
PRICKLE3	PRICKLE3	ENSG00000012211	X	PRICKLE3
PRICKLE4	PRICKLE4	ENSG00000278224	6	PRICKLE4
PRIM1	PRIM1	ENSG00000198056	12	PRIM1
PRIM2	PRIM2	ENSG00000146143	6	PRIM2
PRIMA1	PRIMA1	ENSG00000274089	CHR_HSCHR14_7_CTG1	PRIMA1
PRIMPOL	PRIMPOL	ENSG00000164306	4	PRIMPOL
PRKAA1	PRKAA1	ENSG00000132356	5	PRKAA1
PRKAA2	PRKAA2	ENSG00000162409	1	PRKAA2
PRKAB1	PRKAB1	ENSG00000111725	12	PRKAB1
PRKAB2	PRKAB2	ENSG00000131791	1	PRKAB2
PRKACA	PRKACA	ENSG00000072062	19	PRKACA
